Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.19		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
8.594		78.9		99.8		0.02		3.69		3.68		0.01		2.306		168.6		
8.691		78.0		100.7		0.02		3.68		3.68		0.01		2.308		169.0		
8.789		74.6		107.7		0.02		3.68		3.68		0.01		2.333		166.4		
8.887		70.7		106.8		0.02		3.68		3.68		0.01		2.333		168.6		
8.984		65.0		110.3		0.02		3.68		3.68		0.01		2.361		166.4		
9.082		59.8		116.8		0.02		3.68		3.68		0.01		2.342		169.0		
9.180		55.9		140.0		0.02		3.69		3.68		0.02		2.348		164.2		
9.277		46.4		125.6		0.02		3.68		3.68		0.01		2.367		163.4		
9.375		39.5		129.5		0.02		3.68		3.68		0.02		2.359		157.7		
9.473		34.3		137.9		0.02		3.68		3.68		0.02		2.361		156.4		
9.570		25.6		139.6		0.01		3.68		3.68		0.01		2.354		153.4		
9.668		17.8		142.7		0.02		3.68		3.68		0.01		2.363		153.4		
9.766		10.0		146.6		0.02		3.68		3.68		0.01		2.344		144.7		
9.863		3.5		147.5		0.02		3.68		3.68		0.02		2.344		144.3		
9.961		-5.2		154.0		0.02		3.68		3.68		0.02		2.329		143.0		
10.059		-13.0		158.4		0.02		3.68		3.68		0.01		2.306		136.1		
10.156		-3.9		153.6		0.02		0.02		3.69		3.69		2.278		144.3		
10.254		-6.5		157.1		0.01		0.02		3.68		3.68		2.270		142.1		
10.352		-10.0		156.2		0.02		0.02		3.68		3.69		2.255		141.7		
10.449		-12.1		156.2		0.02		0.02		3.68		3.68		2.251		140.4		
10.547		-12.6		157.5		0.02		0.02		3.68		3.69		2.234		140.8		
10.645		-31.2		165.9		0.02		0.02		3.68		3.69		2.225		153.0		
10.742		-41.2		165.0		0.01		0.02		3.68		3.69		2.221		156.0		
10.840		-46.4		167.6		0.01		0.02		3.68		3.68		2.208		156.4		
10.938		-52.0		169.4		0.02		0.02		3.68		3.69		2.249		159.9		
11.035		-55.9		173.7		0.02		0.02		3.68		3.69		2.238		159.5		
11.133		-59.4		174.6		0.02		0.02		3.68		3.69		2.230		160.8		
11.230		-66.8		173.3		0.02		0.02		3.68		3.69		2.242		161.6		
11.328		-68.5		172.9		0.02		0.02		3.68		3.69		2.246		164.7		
11.426		-74.6		178.1		0.01		0.02		3.68		3.69		2.253		163.4		
11.523		-76.3		175.9		0.02		0.02		3.68		3.69		2.251		166.0		
11.621		-83.7		176.4		0.02		0.02		3.68		3.69		2.289		165.5		
11.719		-88.5		175.1		0.01		0.02		3.68		3.69		2.285		166.8		
11.816		-91.5		177.2		0.02		0.02		3.68		3.69		2.310		167.3		
11.914		-96.7		177.7		0.02		0.02		3.68		3.69		2.314		164.7		
12.012		-101.5		176.8		0.01		0.02		3.68		3.69		2.323		163.8		
12.109		-105.8		178.1		0.01		0.02		3.68		3.69		2.314		164.2		
12.207		-107.1		177.2		0.02		0.02		3.68		3.69		2.335		165.5		
12.305		-112.3		177.7		0.01		0.02		3.68		3.69		2.337		166.4		
12.402		-117.5		173.7		0.01		0.02		3.68		3.69		2.340		165.1		
12.500		-121.0		174.2		0.01		0.02		3.68		3.69		2.359		159.9		
12.598		-123.6		174.6		0.01		0.02		3.68		3.69		2.340		158.2		
12.695		-132.2		172.4		0.02		0.02		3.68		3.69		2.352		158.6		
12.793		-135.7		165.0		0.01		0.02		3.68		3.69		2.365		154.7		
12.891		-140.9		165.4		0.02		0.02		3.69		3.69		2.350		152.5		
12.988		-146.1		159.3		0.02		0.02		3.68		3.69		2.327		148.6		
13.086		-150.0		160.2		0.02		0.02		3.68		3.69		2.323		146.9		
13.184		-147.0		153.2		0.02		0.02		3.68		3.69		2.312		146.0		
13.281		-156.5		151.0		0.02		0.02		3.68		3.69		2.299		137.8		
13.379		-161.3		146.6		0.02		0.02		3.68		3.69		2.297		134.3		
13.477		-156.1		147.5		0.02		0.01		0.02		3.69		2.257		144.7		
13.574		-153.9		151.0		0.01		0.02		0.02		3.69		2.242		143.4		
13.672		-156.5		144.0		0.02		0.02		0.02		3.69		2.230		141.3		
13.770		-157.0		144.4		0.02		0.02		0.02		3.69		2.206		139.1		
13.867		-158.3		145.7		0.02		0.02		0.02		3.69		2.227		141.7		
13.965		-163.9		130.9		0.02		0.02		0.02		3.69		2.208		154.7		
14.063		-168.7		124.7		0.02		0.02		0.02		3.69		2.206		154.3		
14.160		-168.7		123.9		0.02		0.02		0.02		3.69		2.198		154.3		
14.258		-170.4		119.5		0.02		0.02		0.02		3.69		2.210		156.4		
14.355		-169.5		117.7		0.02		0.02		0.02		3.69		2.213		156.4		
14.453		-171.7		110.7		0.02		0.02		0.02		3.69		2.213		158.6		
14.551		-176.0		109.4		0.02		0.02		0.02		3.69		2.225		161.6		
14.648		-174.7		102.8		0.02		0.02		0.02		3.69		2.223		162.1		
14.746		-174.3		100.2		0.02		0.02		0.02		3.69		2.232		162.5		
14.844		-175.6		95.8		0.02		0.02		0.02		3.69		2.215		162.9		
14.941		-176.5		92.3		0.01		0.02		0.02		3.69		2.244		165.5		
15.039		-178.2		85.8		0.02		0.02		0.02		3.69		2.253		166.0		
15.137		-176.5		84.0		0.02		0.02		0.02		3.69		2.261		163.4		
15.234		-177.3		77.0		0.02		0.02		0.02		3.69		2.274		167.3		
15.332		-178.2		75.3		0.02		0.02		0.02		3.69		2.293		167.7		
15.430		-175.6		69.6		0.02		0.02		0.02		3.69		2.295		165.5		
15.527		-177.3		68.7		0.01		0.02		0.02		3.69		2.295		167.3		
15.625		-176.0		63.9		0.02		0.02		0.02		3.69		2.301		165.5		
15.723		-172.6		57.3		0.01		0.02		0.02		3.69		2.308		163.8		
15.820		-174.7		53.8		0.01		0.02		0.02		3.69		2.323		159.5		
15.918		-172.6		45.5		0.02		0.02		0.02		3.69		2.325		159.5		
16.016		-172.6		41.6		0.02		0.02		0.02		3.69		2.318		158.2		
16.113		-164.3		31.5		0.01		0.02		0.02		3.69		2.331		155.6		
16.211		-164.3		24.1		0.01		0.02		0.02		3.69		2.327		154.3		
16.309		-161.3		17.1		0.02		0.02		0.02		3.69		2.297		151.2		
16.406		-160.0		10.9		0.02		0.02		0.02		3.69		2.308		146.0		
16.504		-156.1		5.3		0.02		0.02		0.02		3.69		2.287		145.2		
16.602		-152.6		-2.2		0.01		0.02		0.02		3.69		2.263		140.4		
16.699		-149.6		-7.9		0.01		0.02		0.01		3.69		2.249		133.5		
16.797		-153.5		-1.3		0.02		0.02		0.02		0.02		2.234		143.4		
16.895		-151.3		-4.4		0.02		0.02		0.02		0.02		2.217		140.4		
16.992		-147.4		-9.6		0.02		0.02		0.02		0.02		2.221		142.1		
17.090		-145.7		-11.8		0.02		0.02		0.02		0.02		2.191		141.3		
17.188		-142.7		-13.1		0.02		0.02		0.02		0.02		2.187		142.6		
17.285		-131.4		-37.2		0.02		0.02		0.02		0.02		2.175		151.7		
17.383		-128.8		-37.2		0.02		0.02		0.02		0.02		2.183		155.6		
17.480		-123.6		-44.6		0.02		0.02		0.02		0.02		2.170		161.2		
17.578		-121.4		-50.3		0.02		0.02		0.02		0.02		2.196		159.9		
17.676		-117.9		-55.1		0.02		0.02		0.02		0.02		2.200		163.4		
17.773		-114.5		-60.0		0.02		0.02		0.02		0.02		2.196		162.5		
17.871		-110.6		-65.6		0.02		0.02		0.02		0.02		2.200		163.4		
17.969		-104.9		-70.9		0.02		0.02		0.02		0.02		2.210		164.2		
18.066		-103.2		-76.1		0.02		0.02		0.02		0.02		2.219		165.5		
18.164		-102.3		-79.2		0.02		0.02		0.02		0.02		2.242		163.4		
18.262		-95.8		-89.3		0.02		0.02		0.02		0.02		2.234		165.1		
18.359		-87.2		-90.2		0.02		0.02		0.02		0.02		2.253		166.4		
18.457		-85.9		-91.9		0.02		0.02		0.02		0.02		2.251		165.1		
18.555		-83.7		-95.8		0.02		0.02		0.02		0.02		2.261		170.7		
18.652		-81.5		-104.6		0.02		0.02		0.02		0.02		2.274		168.6		
18.750		-73.7		-104.6		0.02		0.02		0.02		0.02		2.278		168.6		
18.848		-72.0		-109.4		0.02		0.02		0.02		0.02		2.289		166.8		
18.945		-69.4		-110.7		0.02		0.02		0.02		0.02		2.320		166.0		
19.043		-64.2		-116.8		0.02		0.02		0.02		0.02		2.323		163.8		
19.141		-56.4		-119.9		0.02		0.02		0.02		0.02		2.312		162.5		
19.238		-48.6		-122.1		0.02		0.02		0.02		0.02		2.327		163.8		
19.336		-42.5		-127.8		0.02		0.02		0.02		0.02		2.333		159.0		
19.434		-35.6		-132.6		0.02		0.02		0.02		0.02		2.337		155.1		
19.531		-29.9		-139.2		0.02		0.02		0.02		0.02		2.344		155.6		
19.629		-22.5		-144.0		0.02		0.02		0.02		0.02		2.325		152.5		
19.727		-14.7		-147.9		0.02		0.02		0.02		0.02		2.325		149.5		
19.824		-5.6		-150.1		0.02		0.02		0.02		0.02		2.308		144.7		
19.922		2.2		-153.6		0.02		0.02		0.02		0.02		2.293		143.0		
20.020		7.4		-154.9		0.02		0.02		0.02		0.02		2.278		139.5		
20.117		16.0		-156.2		3.69		0.02		0.02		0.02		2.251		139.5		
20.215		5.2		-150.5		3.68		0.02		0.01		0.02		2.240		141.7		
20.313		6.9		-155.8		3.69		0.02		0.02		0.02		2.225		142.6		
20.410		9.1		-155.8		3.68		0.02		0.01		0.02		2.223		142.1		
20.508		13.0		-155.8		3.68		0.03		0.01		0.02		2.206		143.4		
20.605		33.0		-168.9		3.68		0.02		0.01		0.02		2.191		156.0		
20.703		35.6		-168.9		3.68		0.02		0.01		0.02		2.194		156.0		
20.801		40.3		-168.1		3.68		0.02		0.01		0.02		2.204		159.5		
20.898		46.4		-169.8		3.68		0.02		0.01		0.02		2.219		159.0		
20.996		49.0		-168.1		3.69		0.02		0.01		0.02		2.208		159.5		
21.094		56.4		-172.0		3.68		0.02		0.01		0.02		2.208		161.6		
21.191		64.2		-174.2		3.69		0.02		0.01		0.02		2.225		161.6		
21.289		67.6		-176.8		3.68		0.02		0.01		0.02		2.225		162.5		
21.387		72.0		-176.8		3.68		0.02		0.01		0.02		2.238		163.8		
21.484		77.6		-175.9		3.68		0.02		0.01		0.02		2.246		165.1		
21.582		80.2		-177.2		3.68		0.02		0.01		0.02		2.251		167.3		
21.680		85.9		-177.2		3.68		0.02		0.01		0.02		2.268		164.7		
21.777		88.5		-176.4		3.69		0.02		0.01		0.02		2.265		168.1		
21.875		97.1		-178.1		3.68		0.02		0.01		0.02		2.276		166.4		
21.973		101.5		-180.7		3.68		0.02		0.01		0.02		2.295		165.5		
22.070		104.9		-178.6		3.69		0.02		0.01		0.02		2.295		164.7		
22.168		108.4		-177.7		3.68		0.02		0.01		0.02		2.295		166.8		
22.266		113.2		-176.4		3.68		0.02		0.01		0.02		2.331		166.4		
22.363		114.0		-177.2		3.69		0.02		0.01		0.02		2.320		165.1		
22.461		119.7		-175.1		3.68		0.02		0.01		0.02		2.323		163.8		
22.559		124.9		-173.3		3.68		0.02		0.01		0.02		2.333		161.6		
22.656		124.9		-172.0		3.68		0.02		0.01		0.02		2.329		159.5		
22.754		132.2		-165.4		3.68		0.02		0.01		0.02		2.344		157.7		
22.852		137.9		-166.3		3.68		0.02		0.01		0.02		2.337		156.4		
22.949		138.8		-164.1		3.68		0.01		0.01		0.02		2.352		152.1		
23.047		145.7		-159.3		3.68		0.02		0.01		0.02		2.329		152.1		
23.145		147.0		-152.7		3.68		0.01		0.01		0.02		2.320		143.9		
23.242		153.1		-152.7		3.68		0.02		0.01		0.02		2.301		140.0		
23.340		154.8		-147.9		3.68		0.02		0.01		0.02		2.280		137.4		
23.438		160.9		-148.8		3.68		0.01		0.01		0.02		2.263		132.6		
23.535		151.8		-150.1		3.68		3.69		0.01		0.02		2.230		143.4		
23.633		154.8		-145.3		3.68		3.68		0.01		0.01		2.236		142.6		
23.730		157.0		-148.4		3.68		3.68		0.01		0.01		2.219		143.4		
23.828		158.7		-143.1		3.69		3.68		0.01		0.02		2.213		142.1		
23.926		165.2		-137.0		3.69		3.68		0.01		0.01		2.213		151.7		
24.023		168.2		-127.8		3.68		3.68		0.01		0.01		2.213		153.8		
24.121		167.8		-125.2		3.69		3.68		0.01		0.01		2.200		157.7		
24.219		172.1		-121.2		3.68		3.68		0.01		0.01		2.204		158.2		
24.316		170.4		-115.1		3.68		3.68		0.01		0.01		2.206		160.3		
24.414		173.0		-111.6		3.68		3.68		0.01		0.01		2.210		159.5		
24.512		173.9		-109.0		3.68		3.68		0.01		0.01		2.221		162.1		
24.609		173.4		-108.5		3.68		3.68		0.01		0.01		2.217		162.1		
24.707		175.6		-102.0		3.68		3.68		0.01		0.01		2.236		162.9		
24.805		176.9		-99.3		3.68		3.68		0.02		0.01		2.242		164.7		
24.902		177.8		-91.9		3.68		3.68		0.01		0.01		2.244		164.7		
25.000		178.6		-91.5		3.68		3.68		0.01		0.01		2.268		166.8		
25.098		176.5		-85.8		3.69		3.69		0.01		0.01		2.268		163.8		
25.195		180.8		-81.0		3.68		3.68		0.01		0.02		2.280		167.7		
25.293		178.6		-76.1		3.69		3.68		0.01		0.01		2.297		164.7		
25.391		177.8		-72.2		3.69		3.68		0.01		0.02		2.306		164.2		
25.488		176.0		-69.6		3.68		3.68		0.01		0.01		2.304		165.1		
25.586		176.0		-65.6		3.69		3.68		0.01		0.01		2.306		162.9		
25.684		175.2		-62.1		3.68		3.69		0.01		0.01		2.301		165.5		
25.781		175.2		-54.7		3.68		3.68		0.01		0.01		2.318		163.4		
25.879		171.7		-50.3		3.69		3.68		0.02		0.01		2.327		160.8		
25.977		170.0		-42.5		3.69		3.68		0.01		0.01		2.340		158.6		
26.074		167.4		-36.3		3.68		3.68		0.01		0.01		2.337		156.0		
26.172		165.6		-29.3		3.69		3.68		0.01		0.02		2.325		153.4		
26.270		162.2		-21.4		3.69		3.68		0.02		0.01		2.325		153.8		
26.367		158.7		-15.3		3.69		3.68		0.01		0.02		2.310		149.5		
26.465		157.0		-9.2		3.69		3.68		0.01		0.01		2.306		146.5		
26.563		153.9		0.9		3.69		3.69		0.02		0.02		2.293		143.9		
26.660		150.0		4.8		3.68		3.68		0.01		0.02		2.291		142.1		
26.758		149.6		10.9		0.02		3.69		3.68		0.02		2.261		139.5		
26.855		149.2		4.4		0.02		3.69		3.68		0.01		2.253		145.6		
26.953		150.5		8.8		0.02		3.69		3.69		0.01		2.232		146.0		
27.051		145.3		9.6		0.02		3.69		3.68		0.02		2.242		142.6		
27.148		143.1		10.9		0.02		3.69		3.68		0.02		2.213		142.1		
27.246		132.7		36.8		0.02		3.69		3.68		0.02		2.210		159.5		
27.344		127.9		39.4		0.02		3.69		3.69		0.02		2.200		155.1		
27.441		124.4		41.1		0.02		3.69		3.69		0.02		2.210		156.9		
27.539		123.1		48.1		0.02		3.68		3.68		0.02		2.200		158.6		
27.637		118.4		51.6		0.02		3.69		3.69		0.02		2.217		162.1		
27.734		114.5		55.1		0.02		3.69		3.68		0.02		2.219		163.4		
27.832		111.9		63.5		0.02		3.69		3.68		0.01		2.210		165.5		
27.930		106.7		70.9		0.02		3.69		3.68		0.02		2.234		164.7		
28.027		104.9		71.3		0.02		3.68		3.68		0.02		2.249		163.8		
28.125		98.0		74.0		0.02		3.69		3.68		0.02		2.255		166.0		
28.223		98.0		84.5		0.02		3.68		3.68		0.01		2.274		166.8		
28.320		93.2		84.0		0.02		3.68		3.68		0.02		2.274		167.3		
28.418		88.0		90.2		0.02		3.68		3.68		0.02		2.293		168.1		
28.516		83.7		95.8		0.02		3.68		3.68		0.01		2.287		168.1		
28.613		81.1		102.8		0.02		3.69		3.68		0.01		2.304		169.0		
28.711		76.3		102.4		0.02		3.69		3.68		0.01		2.306		169.4		
28.809		72.8		106.3		0.02		3.69		3.68		0.02		2.299		167.3		
28.906		71.5		111.6		0.02		3.69		3.68		0.02		2.299		167.7		
29.004		61.1		112.9		0.02		3.68		3.68		0.01		2.356		164.7		
29.102		58.5		118.6		0.02		3.68		3.68		0.01		2.354		166.8		
29.199		54.6		120.4		0.02		3.69		3.68		0.01		2.350		165.1		
29.297		46.0		125.6		0.02		3.69		3.68		0.01		2.361		162.5		
29.395		39.0		130.4		0.02		3.68		3.68		0.01		2.365		159.5		
29.492		33.8		138.3		0.02		3.69		3.68		0.01		2.367		157.3		
29.590		24.7		139.2		0.02		3.68		3.68		0.02		2.354		150.8		
29.688		18.2		144.0		0.02		3.68		3.68		0.01		2.348		147.8		
29.785		9.1		148.8		0.02		3.68		3.68		0.01		2.346		146.0		
29.883		3.0		151.9		0.02		3.68		3.68		0.01		2.354		142.1		
29.980		-5.6		154.9		0.02		3.68		3.68		0.01		2.312		139.5		
30.078		-14.7		158.4		0.02		3.68		3.67		0.29		2.301		135.6		
30.176		-5.6		155.4		0.01		0.02		3.68		3.69		2.268		145.6		
30.273		-9.5		155.4		0.02		0.02		3.68		3.69		2.270		143.4		
30.371		-10.4		152.7		0.02		0.02		3.68		3.69		2.251		142.6		
30.469		-12.6		153.2		0.01		0.02		3.68		3.69		2.242		141.7		
30.566		-40.3		169.4		0.02		0.02		3.68		3.69		2.234		160.8		
30.664		-38.6		167.2		0.02		0.02		3.68		3.69		2.236		155.1		
30.762		-42.1		167.2		0.01		0.02		3.68		3.69		2.225		154.3		
30.859		-45.5		165.4		0.02		0.02		3.68		3.69		2.238		156.9		
30.957		-52.9		169.8		0.02		0.02		3.68		3.69		2.234		158.2		
31.055		-55.5		171.6		0.01		0.02		3.68		3.69		2.232		158.2		
31.152		-61.1		169.8		0.02		0.02		3.68		3.69		2.227		162.1		
31.250		-66.3		175.5		0.02		0.02		3.68		3.69		2.257		162.5		
31.348		-70.7		171.1		0.02		0.02		3.68		3.69		2.259		165.5		
31.445		-75.4		172.4		0.01		0.02		3.68		3.69		2.268		162.9		
31.543		-77.6		178.1		0.02		0.02		3.68		3.69		2.270		165.1		
31.641		-84.6		175.9		0.02		0.02		3.68		3.69		2.278		163.4		
31.738		-88.9		176.4		0.02		0.02		3.68		3.69		2.285		165.5		
31.836		-93.2		179.0		0.02		0.02		3.68		3.69		2.293		166.0		
31.934		-97.1		176.4		0.01		0.02		3.68		3.69		2.299		163.8		
32.031		-99.3		175.1		0.02		0.02		3.68		3.69		2.314		165.1		
32.129		-108.4		174.6		0.02		0.02		3.68		3.68		2.325		164.2		
32.227		-107.5		176.8		0.01		0.02		3.68		3.69		2.344		162.9		
32.324		-114.5		175.9		0.02		0.02		3.68		3.69		2.335		162.9		
32.422		-117.9		172.9		0.02		0.02		3.68		3.69		2.340		160.3		
32.520		-120.5		175.5		0.02		0.02		3.68		3.69		2.367		162.5		
32.617		-127.0		170.7		0.02		0.02		3.68		3.69		2.354		156.9		
32.715		-128.3		171.6		0.02		0.02		3.68		3.69		2.354		156.9		
32.813		-134.9		166.3		0.01		0.02		3.68		3.69		2.342		156.0		
32.910		-139.6		161.9		0.01		0.02		3.68		3.69		2.346		151.7		
33.008		-145.3		159.3		0.02		0.02		3.68		3.69		2.327		149.1		
33.105		-148.3		156.7		0.01		0.02		3.68		3.69		2.316		145.6		
33.203		-150.0		153.6		0.02		0.02		3.68		3.69		2.314		146.9		
33.301		-154.8		151.0		0.02		0.02		3.68		3.69		2.306		139.1		
33.398		-161.7		145.3		0.02		0.02		3.68		3.69		2.282		138.2		
33.496		-155.2		150.1		0.02		0.02		0.02		3.69		2.272		142.6		
33.594		-154.8		144.9		0.02		0.02		0.02		3.69		2.255		142.1		
33.691		-157.0		144.9		0.02		0.02		0.02		3.69		2.244		140.4		
33.789		-155.7		142.2		0.02		0.02		0.02		3.69		2.230		142.1		
33.887		-161.7		126.9		0.02		0.02		0.02		3.69		2.204		156.4		
33.984		-163.5		126.9		0.02		0.02		0.02		3.69		2.206		152.1		
34.082		-168.2		124.7		0.02		0.02		0.02		3.69		2.204		155.6		
34.180		-167.4		121.7		0.02		0.02		0.02		3.69		2.198		157.3		
34.277		-168.2		119.5		0.02		0.02		0.02		3.69		2.223		159.9		
34.375		-170.4		116.8		0.02		0.02		0.02		3.69		2.210		160.8		
34.473		-172.1		111.2		0.02		0.02		0.02		3.69		2.213		163.4		
34.570		-171.7		106.3		0.01		0.02		0.02		3.69		2.225		160.8		
34.668		-173.4		104.2		0.02		0.02		0.02		3.69		2.219		163.8		
34.766		-173.0		99.3		0.02		0.02		0.02		3.69		2.240		162.5		
34.863		-176.5		94.5		0.02		0.02		0.02		3.69		2.253		162.5		
34.961		-179.1		91.9		0.02		0.02		0.02		3.69		2.249		162.9		
35.059		-178.2		88.8		0.02		0.02		0.02		3.69		2.257		165.5		
35.156		-176.9		84.5		0.02		0.02		0.02		3.69		2.261		165.1		
35.254		-175.2		79.2		0.02		0.02		0.02		3.69		2.270		164.2		
35.352		-177.8		74.0		0.02		0.02		0.02		3.69		2.291		165.1		
