Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.19		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
8.594		82.8		105.5		0.02		3.69		3.68		0.01		0.831		184.2		
8.691		80.2		107.7		0.02		3.69		3.68		0.01		0.886		183.7		
8.789		78.5		110.7		0.02		3.69		3.68		0.01		0.924		182.0		
8.887		74.1		116.8		0.02		3.69		3.68		0.02		0.973		181.6		
8.984		70.2		114.7		0.02		3.69		3.68		0.01		0.990		184.2		
9.082		62.4		122.5		0.02		3.69		3.68		0.02		1.013		180.7		
9.180		59.0		128.2		0.02		3.68		3.68		0.01		1.039		180.7		
9.277		51.2		132.2		0.02		3.68		3.68		0.01		1.060		175.5		
9.375		42.5		135.7		0.02		3.69		3.68		0.01		1.051		174.2		
9.473		36.0		142.2		0.02		3.69		3.68		0.02		1.085		169.9		
9.570		29.9		145.3		0.02		3.69		3.68		0.02		1.094		164.7		
9.668		19.5		151.9		0.02		3.69		3.68		0.01		1.111		162.9		
9.766		11.7		154.0		0.02		3.69		3.68		0.02		1.127		157.7		
9.863		2.6		157.1		0.02		3.69		3.68		0.02		1.144		156.9		
9.961		-1.3		161.5		0.02		3.68		3.68		0.01		1.180		148.2		
10.059		-11.7		163.7		0.02		3.69		3.68		0.01		1.166		147.3		
10.156		-18.6		166.3		0.02		3.69		3.68		0.01		1.180		142.1		
10.254		-25.1		169.4		0.02		3.69		3.68		0.02		1.159		140.0		
10.352		-31.2		172.4		0.02		3.69		3.68		0.01		1.149		134.3		
10.449		-36.9		177.2		0.02		3.69		3.68		0.02		1.123		133.5		
10.547		-43.8		177.2		0.02		3.69		3.69		0.02		1.083		125.7		
10.645		-51.2		176.8		0.02		3.69		3.68		0.02		1.058		124.8		
10.742		-55.9		180.7		0.02		3.69		3.68		0.02		1.017		123.1		
10.840		-58.5		183.8		0.02		3.69		3.68		0.02		0.994		119.6		
10.938		-66.3		184.7		0.02		3.69		3.68		0.02		0.965		115.3		
11.035		-71.1		189.5		0.02		3.69		3.68		0.02		0.946		109.6		
11.133		-74.1		190.4		0.02		3.69		3.68		0.02		0.929		108.3		
11.230		-82.0		190.4		0.02		3.69		3.68		0.02		0.901		105.7		
11.328		-87.2		188.6		0.02		3.69		3.68		0.02		0.861		102.3		
11.426		-88.5		192.1		0.02		3.68		3.68		0.01		0.855		96.2		
11.523		-92.8		191.7		0.02		3.69		3.68		0.01		0.802		94.9		
11.621		-94.1		191.2		0.02		3.69		3.67		0.01		0.747		92.3		
11.719		-126.2		203.5		0.01		0.02		3.68		3.69		0.791		202.4		
11.816		-101.9		188.6		0.01		0.02		3.68		3.69		0.806		182.0		
11.914		-104.1		187.7		0.02		0.02		3.68		3.69		0.844		183.7		
12.012		-109.7		191.7		0.02		0.02		3.68		3.69		0.869		182.9		
12.109		-113.2		188.2		0.02		0.02		3.68		3.69		0.884		184.2		
12.207		-113.6		189.1		0.02		0.02		3.68		3.69		0.897		179.0		
12.305		-119.2		185.6		0.02		0.02		3.68		3.69		0.937		181.6		
12.402		-123.1		187.3		0.02		0.02		3.68		3.69		0.973		179.0		
12.500		-124.0		182.9		0.01		0.02		3.68		3.69		1.001		176.4		
12.598		-130.1		180.3		0.02		0.02		3.68		3.69		1.032		176.4		
12.695		-134.0		179.4		0.02		0.02		3.68		3.69		1.081		169.4		
12.793		-142.2		176.4		0.01		0.02		3.68		3.69		1.106		166.0		
12.891		-144.0		172.9		0.02		0.02		3.68		3.69		1.121		163.8		
12.988		-147.9		167.6		0.02		0.02		3.68		3.69		1.149		162.5		
13.086		-153.5		165.0		0.01		0.02		3.68		3.69		1.157		159.5		
13.184		-158.3		163.7		0.02		0.02		3.68		3.69		1.140		153.4		
13.281		-161.7		158.4		0.02		0.02		3.68		3.69		1.151		152.1		
13.379		-164.8		153.2		0.01		0.02		3.68		3.69		1.123		145.2		
13.477		-168.2		151.4		0.02		0.02		3.68		3.69		1.108		145.6		
13.574		-170.4		145.3		0.02		0.02		3.68		3.69		1.108		140.8		
13.672		-175.2		142.7		0.01		0.02		3.68		3.69		1.089		136.5		
13.770		-176.9		139.2		0.02		0.02		3.68		3.69		1.087		130.9		
13.867		-178.6		132.6		0.02		0.02		3.69		3.69		1.070		128.7		
13.965		-179.5		132.6		0.02		0.02		3.68		3.69		1.070		125.2		
14.063		-182.1		125.2		0.02		0.02		3.68		3.69		1.053		123.1		
14.160		-186.4		125.6		0.02		0.02		3.68		3.69		1.028		119.2		
14.258		-184.7		117.7		0.01		0.02		3.68		3.69		1.011		114.4		
14.355		-188.2		116.8		0.02		0.02		3.68		3.69		0.975		111.4		
14.453		-188.2		111.6		0.02		0.02		3.68		3.69		0.933		109.2		
14.551		-186.4		107.2		0.02		0.02		3.68		3.69		0.888		102.3		
14.648		-191.7		108.1		0.02		0.03		3.68		3.69		0.846		102.7		
14.746		-192.5		104.2		0.02		0.02		3.68		3.69		0.791		100.5		
14.844		-192.5		99.3		0.02		0.03		3.68		3.69		0.732		95.8		
14.941		-195.1		98.0		0.02		0.03		3.68		3.69		0.692		91.0		
15.039		-163.5		63.9		0.01		0.02		0.02		3.69		0.738		185.5		
15.137		-188.6		89.3		0.02		0.02		0.02		3.69		0.757		181.6		
15.234		-186.9		83.6		0.02		0.02		0.02		3.69		0.806		182.4		
15.332		-189.5		83.6		0.02		0.03		0.02		3.69		0.867		181.1		
15.430		-186.9		75.7		0.02		0.02		0.02		3.69		0.895		182.9		
15.527		-187.3		70.0		0.02		0.02		0.02		3.69		0.948		182.0		
15.625		-190.4		67.4		0.02		0.02		0.02		3.69		0.954		175.1		
15.723		-184.7		61.7		0.02		0.02		0.02		3.69		0.981		179.0		
15.820		-185.1		56.0		0.02		0.02		0.02		3.69		1.009		175.5		
15.918		-181.7		49.9		0.02		0.02		0.02		3.69		1.032		175.5		
16.016		-179.9		42.5		0.01		0.02		0.02		3.69		1.028		170.7		
16.113		-178.2		38.1		0.02		0.03		0.02		3.69		1.041		166.8		
16.211		-173.0		32.4		0.02		0.02		0.02		3.69		1.053		166.0		
16.309		-171.7		22.8		0.01		0.02		0.02		3.69		1.068		163.4		
16.406		-166.9		14.9		0.01		0.02		0.02		3.68		1.089		161.6		
16.504		-162.2		6.6		0.01		0.02		0.02		3.69		1.115		155.6		
16.602		-160.4		-2.6		0.01		0.02		0.02		3.69		1.134		151.2		
16.699		-157.8		-6.6		0.01		0.02		0.02		3.68		1.144		147.8		
16.797		-155.7		-17.5		0.02		0.02		0.02		3.68		1.149		145.2		
16.895		-143.5		-25.4		0.02		0.02		0.02		3.69		1.136		137.4		
16.992		-140.9		-28.9		0.01		0.02		0.02		3.68		1.113		135.2		
17.090		-138.8		-41.1		0.02		0.02		0.02		3.69		1.108		131.7		
17.188		-134.9		-44.2		0.01		0.02		0.04		3.68		1.060		128.7		
17.285		-133.1		-49.0		0.02		0.02		0.02		3.68		1.030		125.2		
17.383		-127.0		-54.3		0.01		0.02		0.02		3.69		0.998		124.4		
17.480		-125.7		-60.4		0.01		0.02		0.02		3.68		0.967		119.2		
17.578		-119.2		-66.5		0.01		0.02		0.02		3.69		0.943		114.0		
17.676		-118.4		-70.0		0.02		0.02		0.02		3.68		0.912		112.2		
17.773		-113.2		-74.0		0.01		0.02		0.02		3.69		0.897		106.2		
17.871		-109.3		-79.6		0.01		0.02		0.02		3.68		0.865		104.9		
17.969		-105.8		-83.6		0.02		0.02		0.02		3.69		0.855		102.3		
18.066		-103.2		-88.4		0.01		0.02		0.02		3.69		0.816		97.9		
18.164		-101.0		-93.2		0.02		0.02		0.02		3.69		0.774		95.3		
18.262		-98.4		-99.3		0.01		0.02		0.02		3.69		0.742		93.6		
18.359		-102.3		-81.4		0.02		0.02		0.02		0.02		0.726		187.2		
18.457		-90.6		-104.2		0.02		0.02		0.02		0.02		0.768		184.6		
18.555		-87.6		-107.2		0.02		0.02		0.02		0.02		0.800		183.7		
18.652		-84.1		-106.8		0.02		0.02		0.02		0.02		0.838		183.7		
18.750		-78.9		-114.7		0.02		0.03		0.02		0.02		0.842		182.9		
18.848		-75.4		-114.7		0.02		0.02		0.02		0.02		0.886		186.8		
18.945		-74.6		-117.3		0.02		0.03		0.02		0.02		0.907		183.7		
19.043		-68.1		-121.7		0.02		0.02		0.02		0.02		0.948		181.6		
19.141		-63.7		-124.3		0.02		0.03		0.02		0.02		0.977		177.7		
19.238		-53.8		-130.9		0.02		0.02		0.02		0.02		0.996		175.9		
19.336		-45.5		-133.9		0.02		0.02		0.02		0.02		1.056		172.5		
19.434		-37.7		-141.4		0.02		0.02		0.02		0.02		1.079		170.3		
19.531		-29.9		-142.7		0.02		0.02		0.02		0.02		1.102		165.1		
19.629		-19.9		-150.5		0.02		0.02		0.02		0.02		1.123		164.7		
19.727		-16.5		-154.9		0.02		0.02		0.02		0.02		1.136		159.0		
19.824		-9.5		-156.2		0.02		0.02		0.02		0.02		1.136		159.5		
19.922		-2.2		-156.2		0.02		0.02		0.02		0.02		1.119		153.0		
20.020		7.4		-163.7		0.02		0.02		0.02		0.02		1.132		147.3		
20.117		17.3		-167.6		0.02		0.02		0.02		0.02		1.100		146.9		
20.215		21.2		-169.4		0.02		0.02		0.02		0.02		1.100		142.1		
20.313		29.1		-171.6		0.02		0.02		0.02		0.02		1.066		134.8		
20.410		33.8		-175.5		0.02		0.02		0.02		0.02		1.072		136.1		
20.508		40.3		-175.9		0.02		0.02		0.02		0.02		1.062		127.4		
20.605		49.0		-175.9		0.02		0.02		0.02		0.02		1.066		126.1		
20.703		49.9		-181.6		0.02		0.02		0.02		0.02		1.045		122.2		
20.801		57.2		-181.6		0.02		0.02		0.02		0.02		1.034		119.6		
20.898		62.9		-185.6		0.02		0.02		0.02		0.02		1.003		115.3		
20.996		68.1		-185.6		0.02		0.02		0.02		0.02		0.996		112.2		
21.094		74.1		-188.2		0.02		0.02		0.02		0.02		0.952		109.2		
21.191		76.3		-188.6		0.02		0.02		0.02		0.02		0.907		106.2		
21.289		82.8		-191.7		0.02		0.02		0.02		0.02		0.861		104.9		
21.387		84.1		-190.8		0.02		0.02		0.02		0.02		0.795		99.7		
21.484		90.6		-190.8		0.02		0.02		0.02		0.02		0.762		98.4		
21.582		92.4		-196.5		0.02		0.02		0.02		0.02		0.707		93.2		
21.680		95.8		-197.4		3.68		0.02		-0.01		0.01		0.694		205.0		
21.777		101.0		-183.8		3.68		0.02		0.01		0.02		0.755		183.7		
21.875		103.2		-190.4		3.68		0.02		0.01		0.02		0.808		182.9		
21.973		106.2		-187.7		3.69		0.02		0.01		0.02		0.852		183.7		
22.070		110.1		-187.3		3.68		0.02		0.01		0.02		0.888		184.2		
22.168		117.5		-187.3		3.68		0.02		0.01		0.02		0.943		181.1		
22.266		117.1		-184.7		3.68		0.02		0.01		0.02		0.973		181.6		
22.363		120.5		-189.1		3.69		0.02		0.01		0.02		0.992		180.3		
22.461		124.9		-187.7		3.68		0.02		0.01		0.02		0.998		179.4		
22.559		128.8		-183.4		3.69		0.02		0.02		0.02		1.011		178.5		
22.656		133.6		-181.6		3.69		0.02		0.01		0.02		1.041		175.5		
22.754		140.1		-180.3		3.68		0.02		0.01		0.02		1.047		173.8		
22.852		143.5		-174.2		3.68		0.02		0.01		0.02		1.070		169.9		
22.949		148.7		-172.0		3.68		0.02		0.01		0.02		1.081		167.3		
23.047		150.5		-167.6		3.68		0.02		0.01		0.02		1.100		160.3		
23.145		155.7		-161.9		3.68		0.02		0.01		0.02		1.117		156.4		
23.242		159.1		-159.3		3.68		0.02		0.01		0.02		1.144		153.0		
23.340		160.4		-155.8		3.68		0.02		0.01		0.02		1.151		145.6		
23.438		165.6		-152.7		3.68		0.02		0.01		0.02		1.151		143.9		
23.535		168.7		-145.7		3.68		0.02		0.01		0.02		1.161		143.9		
23.633		174.3		-144.0		3.68		0.02		0.01		0.02		1.136		138.2		
23.730		178.2		-138.7		3.68		0.02		0.01		0.02		1.125		133.5		
23.828		178.6		-139.2		3.69		0.02		0.01		0.02		1.083		130.0		
23.926		179.1		-132.6		3.68		0.02		0.01		0.02		1.068		127.4		
24.023		183.4		-127.4		3.68		0.02		0.01		0.02		1.020		122.6		
24.121		183.0		-120.4		3.68		0.02		0.01		0.02		0.988		122.2		
24.219		185.6		-124.3		3.68		0.02		0.01		0.02		0.967		117.4		
24.316		184.3		-116.8		3.68		0.02		0.01		0.02		0.939		113.5		
24.414		188.2		-115.1		3.68		0.02		0.01		0.02		0.926		109.6		
24.512		187.3		-109.4		3.68		0.02		0.01		0.02		0.899		104.4		
24.609		189.1		-107.2		3.69		0.02		0.01		0.02		0.874		103.1		
24.707		192.5		-103.3		3.68		0.02		0.01		0.02		0.846		95.8		
24.805		192.5		-101.5		3.68		0.02		0.01		0.02		0.808		98.4		
24.902		189.1		-96.7		3.69		0.02		0.01		0.02		0.749		92.3		
25.000		153.9		-125.2		3.69		3.69		0.02		0.02		0.734		138.7		
25.098		192.5		-95.8		3.68		3.69		0.01		0.01		0.783		185.0		
25.195		189.9		-83.2		3.68		3.69		0.01		0.01		0.812		182.4		
25.293		190.4		-77.9		3.69		3.69		0.01		0.02		0.831		184.6		
25.391		189.9		-77.9		3.68		3.69		0.01		0.01		0.855		183.3		
25.488		187.8		-77.0		3.69		3.69		0.02		0.02		0.867		182.9		
25.586		188.2		-73.1		3.68		3.69		0.01		0.01		0.912		182.0		
25.684		183.8		-67.4		3.69		3.68		0.01		0.01		0.935		183.3		
25.781		183.8		-57.8		3.69		3.69		0.01		0.01		0.979		175.9		
25.879		179.1		-55.1		3.68		3.69		0.01		0.01		1.003		176.8		
25.977		178.2		-45.5		3.68		3.69		0.01		0.01		1.041		173.3		
26.074		177.8		-37.2		3.68		3.69		0.02		0.02		1.079		168.6		
26.172		174.7		-33.3		3.68		3.69		0.01		0.01		1.108		166.0		
26.270		173.0		-21.4		3.68		3.69		0.01		0.02		1.130		165.5		
26.367		170.0		-14.4		3.69		3.69		0.01		0.02		1.151		162.5		
26.465		167.8		-9.2		3.69		3.69		0.01		0.02		1.155		158.6		
26.563		162.6		-2.2		3.68		3.69		0.02		0.02		1.134		154.3		
26.660		157.8		7.9		3.69		3.69		0.01		0.02		1.142		151.7		
26.758		153.9		14.4		3.69		3.69		0.01		0.02		1.121		146.0		
26.855		149.2		21.9		3.69		3.69		0.02		0.02		1.102		143.4		
26.953		146.6		28.4		3.69		3.69		0.02		0.02		1.104		137.8		
27.051		138.3		35.4		3.69		3.69		0.02		0.02		1.087		133.0		
27.148		134.9		41.6		3.69		3.69		0.01		0.02		1.072		130.4		
27.246		130.5		48.6		3.69		3.69		0.02		0.02		1.072		126.1		
27.344		128.3		53.4		3.69		3.69		0.01		0.02		1.064		123.1		
27.441		126.2		60.0		3.69		3.69		0.02		0.02		1.068		118.3		
27.539		119.2		62.1		3.69		3.69		0.02		0.02		1.036		117.4		
27.637		120.1		67.0		3.69		3.69		0.02		0.02		0.998		114.0		
27.734		117.5		73.5		3.69		3.69		0.01		0.02		0.977		109.2		
27.832		111.9		76.1		3.69		3.69		0.02		0.02		0.916		107.0		
27.930		109.7		80.5		3.69		3.69		0.02		0.02		0.878		102.3		
28.027		102.8		83.6		3.69		3.69		0.02		0.01		0.831		103.6		
28.125		102.8		90.2		3.69		3.69		0.01		0.01		0.776		100.5		
28.223		99.7		95.8		3.69		3.69		0.01		0.02		0.734		94.9		
28.320		137.0		22.8		0.02		3.69		3.68		0.01		0.700		147.8		
28.418		85.4		99.8		0.02		3.69		3.68		0.02		0.755		178.1		
28.516		87.6		102.0		0.02		3.69		3.68		0.02		0.800		184.2		
28.613		82.4		107.2		0.02		3.69		3.68		0.02		0.859		183.7		
28.711		81.1		106.3		0.02		3.69		3.68		0.02		0.884		182.0		
28.809		78.9		112.9		0.02		3.69		3.68		0.02		0.948		182.0		
28.906		72.8		116.8		0.02		3.69		3.68		0.02		0.981		183.3		
29.004		68.9		116.8		0.02		3.69		3.68		0.01		1.005		183.7		
29.102		62.0		124.3		0.02		3.68		3.68		0.02		1.020		180.3		
29.199		56.8		126.9		0.02		3.69		3.68		0.01		1.030		178.5		
29.297		48.6		131.3		0.02		3.69		3.68		0.02		1.060		174.2		
29.395		41.2		134.8		0.02		3.69		3.68		0.01		1.062		172.0		
29.492		31.7		143.5		0.02		3.69		3.68		0.01		1.079		172.9		
29.590		25.6		146.6		0.02		3.69		3.68		0.01		1.091		165.5		
29.688		19.5		152.3		0.02		3.69		3.68		0.01		1.125		161.2		
29.785		9.5		154.9		0.02		3.68		3.68		0.01		1.132		158.2		
29.883		1.7		160.2		0.02		3.69		3.68		0.02		1.155		151.7		
29.980		-4.8		160.2		0.02		3.69		3.68		0.02		1.161		151.2		
30.078		-11.7		164.1		0.02		3.68		3.68		0.02		1.163		148.6		
30.176		-19.9		168.1		0.02		3.69		3.69		0.02		1.168		142.6		
30.273		-27.3		168.9		0.02		3.69		3.68		0.02		1.161		138.7		
30.371		-32.1		173.7		0.02		3.69		3.68		0.02		1.153		136.9		
30.469		-39.9		175.9		0.02		3.69		3.68		0.01		1.117		130.4		
30.566		-45.1		179.4		0.02		3.69		3.68		0.01		1.081		130.4		
30.664		-52.0		182.9		0.02		3.69		3.68		0.01		1.060		124.4		
30.762		-59.8		182.9		0.02		3.69		3.68		0.02		1.017		120.0		
30.859		-60.3		186.4		0.02		3.69		3.68		0.02		0.986		118.7		
30.957		-68.1		182.9		0.02		3.69		3.68		0.02		0.967		114.4		
31.055		-69.4		187.7		0.02		3.69		3.68		0.02		0.948		114.4		
31.152		-79.3		186.9		0.02		3.69		3.68		0.02		0.922		104.0		
31.250		-80.7		189.9		0.02		3.69		3.68		0.02		0.893		103.1		
31.348		-87.6		187.7		0.02		3.69		3.68		0.02		0.876		101.0		
31.445		-89.8		192.1		0.02		3.69		3.68		0.01		0.840		101.0		
31.543		-95.8		191.7		0.02		3.69		3.68		0.02		0.804		94.5		
31.641		-88.5		172.4		0.02		0.02		3.68		3.69		0.742		123.1		
31.738		-108.8		193.9		0.01		0.02		3.68		3.69		0.789		189.8		
31.836		-99.7		191.2		0.02		0.02		3.68		3.69		0.823		184.2		
31.934		-105.8		188.2		0.01		0.02		3.68		3.69		0.846		180.3		
32.031		-108.8		187.7		0.02		0.02		3.68		3.69		0.859		182.4		
32.129		-114.5		186.9		0.01		0.02		3.68		3.69		0.886		182.4		
32.227		-116.6		188.6		0.01		0.02		3.68		3.69		0.912		182.9		
32.324		-120.1		187.3		0.01		0.02		3.68		3.68		0.956		181.1		
32.422		-125.7		182.1		0.01		0.02		3.68		3.69		0.975		178.5		
32.520		-125.7		178.6		0.02		0.02		3.68		3.69		1.013		175.1		
32.617		-130.5		183.4		0.02		0.02		3.68		3.68		1.041		172.5		
32.715		-140.1		175.9		0.01		0.02		3.68		3.69		1.068		171.2		
32.813		-141.4		176.8		0.02		0.02		3.68		3.68		1.104		170.7		
32.910		-147.4		172.9		0.01		0.02		3.68		3.69		1.113		165.1		
33.008		-150.0		169.4		0.01		0.02		3.68		3.69		1.151		162.1		
33.105		-155.7		162.8		0.02		0.02		3.68		3.69		1.166		157.3		
33.203		-157.8		159.7		0.02		0.02		3.68		3.69		1.140		156.0		
33.301		-163.0		160.2		0.02		0.02		3.68		3.69		1.132		150.8		
33.398		-165.6		153.6		0.02		0.02		3.68		3.69		1.121		146.9		
33.496		-168.7		151.0		0.02		0.02		3.68		3.69		1.121		142.6		
33.594		-170.4		145.3		0.01		0.02		3.68		3.69		1.096		139.1		
33.691		-176.9		143.1		0.02		0.02		3.68		3.69		1.098		133.5		
33.789		-175.6		135.2		0.01		0.02		3.68		3.69		1.085		130.9		
33.887		-179.1		133.0		0.02		0.02		3.68		3.69		1.068		125.7		
33.984		-180.8		131.3		0.02		0.02		3.68		3.69		1.049		122.2		
34.082		-181.2		124.7		0.02		0.02		3.68		3.69		1.043		120.0		
34.180		-185.1		125.6		0.02		0.02		3.68		3.69		1.020		116.6		
34.277		-186.4		118.2		0.02		0.02		3.68		3.69		0.988		115.7		
34.375		-185.1		114.7		0.02		0.02		3.68		3.69		0.965		111.8		
34.473		-187.8		112.5		0.02		0.02		3.68		3.69		0.912		107.0		
34.570		-188.2		109.4		0.02		0.02		3.68		3.69		0.878		105.3		
34.668		-192.1		104.2		0.02		0.02		3.68		3.69		0.827		103.6		
34.766		-191.7		102.4		0.02		0.03		3.68		3.69		0.770		98.4		
34.863		-196.0		100.2		0.02		0.03		3.68		3.69		0.732		94.5		
34.961		-192.1		93.2		0.02		0.03		0.02		3.69		0.679		91.4		
35.059		-171.7		69.6		0.01		0.03		0.02		3.69		0.721		173.3		
35.156		-188.2		87.5		0.02		0.03		0.02		3.69		0.783		183.7		
35.254		-186.9		82.3		0.02		0.02		0.02		3.69		0.816		180.3		
35.352		-190.4		78.3		0.01		0.02		0.02		3.69		0.869		182.0		
