Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.19		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
8.594		83.7		117.3		3.69		3.69		0.01		0.01		0.353		77.1		
8.691		78.5		123.0		3.68		3.69		0.01		0.01		0.332		75.8		
8.789		74.6		125.6		3.69		3.69		0.01		0.02		0.319		70.6		
8.887		71.5		126.9		3.69		3.69		0.01		0.01		0.302		69.8		
8.984		64.6		130.9		3.68		3.69		0.01		0.01		0.281		62.8		
9.082		59.0		132.6		3.69		3.69		0.01		0.01		0.250		57.2		
9.180		49.9		137.4		3.69		3.69		0.01		0.01		0.218		52.0		
9.277		44.7		144.9		3.69		3.69		0.01		0.01		0.190		42.9		
9.375		36.9		147.5		3.69		3.69		0.01		0.01		0.159		36.8		
9.473		33.0		153.2		3.68		3.69		0.01		0.01		0.123		32.1		
9.570		26.4		156.2		3.69		3.69		0.01		0.01		0.108		22.1		
9.668		20.4		161.5		3.68		3.69		0.01		0.01		0.068		13.4		
9.766		11.7		165.9		3.69		3.69		0.01		0.01		0.036		7.8		
9.863		-0.4		166.7		3.69		3.69		0.01		0.02		0.013		1.3		
9.961		-8.2		168.5		3.69		3.68		0.01		0.01		-0.013		-0.4		
10.059		-19.1		171.1		3.69		3.69		0.01		0.02		-0.002		0.0		
10.156		-23.0		176.4		3.68		3.68		0.01		0.02		-0.011		0.0		
10.254		-32.1		181.2		3.69		3.69		0.01		0.01		-0.008		3.0		
10.352		-34.3		179.0		3.69		3.68		0.01		0.01		-0.017		0.9		
10.449		-42.9		183.8		3.69		3.69		0.01		0.01		0.004		0.9		
10.547		-46.8		182.9		3.69		3.68		0.01		0.01		-0.011		-1.3		
10.645		-51.6		188.2		3.69		3.69		0.01		0.01		0.008		0.0		
10.742		-54.6		186.4		3.69		3.69		0.01		0.02		-0.006		0.0		
10.840		-63.7		189.5		3.69		3.69		0.01		0.01		0.004		3.0		
10.938		-66.8		190.4		3.69		3.69		0.01		0.01		-0.006		0.0		
11.035		-72.0		188.2		0.02		3.69		3.69		0.02		0.080		5.6		
11.133		-78.0		193.4		0.02		3.69		3.68		0.01		0.457		105.7		
11.230		-85.4		193.9		0.02		3.69		3.68		0.01		0.455		107.5		
11.328		-89.8		193.4		0.02		3.69		3.68		0.02		0.442		100.1		
11.426		-91.1		194.7		0.02		3.69		3.68		0.02		0.429		96.6		
11.523		-98.9		192.1		0.02		3.69		3.68		0.01		0.406		96.2		
11.621		-103.2		190.8		0.02		3.69		3.68		0.02		0.383		88.4		
11.719		-109.3		194.3		0.02		3.69		3.68		0.01		0.374		85.8		
11.816		-113.2		197.8		0.02		3.69		3.68		0.01		0.351		80.6		
11.914		-112.7		193.0		0.02		3.69		3.68		0.01		0.347		81.0		
12.012		-119.7		197.4		0.02		3.69		3.68		0.01		0.324		71.9		
12.109		-121.4		196.5		0.02		3.69		3.68		0.01		0.300		69.8		
12.207		-124.9		194.7		0.02		3.69		3.68		0.01		0.292		65.4		
12.305		-130.9		193.9		0.02		3.69		3.68		0.01		0.267		61.5		
12.402		-133.1		188.2		0.02		3.69		3.68		0.01		0.243		55.5		
12.500		-137.5		187.7		0.02		3.69		3.68		0.01		0.214		48.1		
12.598		-144.0		189.5		0.02		3.69		3.68		0.01		0.186		42.5		
12.695		-146.1		184.2		0.02		3.69		3.68		0.01		0.163		35.1		
12.793		-150.0		180.7		0.02		3.69		3.68		0.02		0.133		29.5		
12.891		-153.5		179.9		0.02		3.69		3.68		0.01		0.097		21.2		
12.988		-158.3		175.9		0.02		3.69		3.68		0.02		0.063		16.5		
13.086		-163.5		171.6		0.02		3.69		3.68		0.01		0.040		11.3		
13.184		-166.5		169.4		0.02		3.69		3.68		0.02		0.002		4.3		
13.281		-168.7		161.5		0.02		3.69		3.68		0.01		0.000		1.3		
13.379		-171.3		159.3		0.02		3.68		3.68		0.01		-0.021		1.3		
13.477		-173.9		158.4		0.02		3.70		3.68		0.02		0.000		-1.3		
13.574		-179.5		149.7		0.02		3.69		3.68		0.02		-0.006		1.7		
13.672		-180.8		145.3		0.02		3.69		3.68		0.02		-0.002		-1.7		
13.770		-184.7		143.5		0.02		3.69		3.68		0.01		-0.004		0.0		
13.867		-185.6		140.0		0.02		3.69		3.68		0.02		0.002		-2.2		
13.965		-188.2		137.0		0.02		3.69		3.68		0.02		-0.002		-2.2		
14.063		-189.1		130.9		0.02		3.69		3.68		0.01		0.002		-0.4		
14.160		-189.9		126.5		0.02		3.69		3.68		0.01		-0.004		0.4		
14.258		-191.7		119.9		0.02		3.69		3.68		0.01		0.013		0.0		
14.355		-192.1		119.0		0.02		0.03		3.68		3.69		-0.002		0.0		
14.453		-193.8		112.9		0.02		0.02		3.68		3.69		0.461		107.0		
14.551		-191.7		105.0		0.02		0.02		3.69		3.69		0.465		102.7		
14.648		-193.8		104.2		0.01		0.03		3.68		3.69		0.444		103.6		
14.746		-195.6		99.3		0.02		0.03		3.68		3.69		0.421		98.8		
14.844		-196.0		97.2		0.01		0.02		3.68		3.69		0.410		92.3		
14.941		-195.6		92.3		0.01		0.02		3.68		3.69		0.393		89.3		
15.039		-196.4		86.7		0.02		0.02		3.68		3.69		0.368		85.8		
15.137		-196.0		84.0		0.01		0.02		3.68		3.69		0.355		81.9		
15.234		-194.7		78.3		0.01		0.02		3.68		3.69		0.347		74.5		
15.332		-196.0		72.2		0.02		0.03		3.68		3.69		0.317		73.2		
15.430		-196.0		70.5		0.02		0.02		3.68		3.69		0.311		71.5		
15.527		-195.6		67.8		0.02		0.02		3.68		3.69		0.298		64.6		
15.625		-193.0		62.1		0.01		0.02		3.68		3.69		0.281		63.3		
15.723		-193.0		42.5		0.01		0.02		3.68		3.69		0.247		57.6		
15.820		-192.1		53.0		0.01		0.03		3.68		3.69		0.207		50.3		
15.918		-184.7		45.1		0.01		0.02		3.68		3.69		0.188		42.0		
16.016		-186.4		38.9		0.01		0.03		3.68		3.69		0.163		36.8		
16.113		-180.4		30.6		0.01		0.03		3.68		3.69		0.131		32.1		
16.211		-181.2		20.6		0.01		0.02		3.68		3.69		0.099		23.8		
16.309		-179.5		16.6		0.02		0.02		3.68		3.69		0.087		19.1		
16.406		-173.9		14.4		0.02		0.03		3.68		3.69		0.051		12.1		
16.504		-169.5		3.9		0.02		0.03		3.68		3.69		0.015		4.3		
16.602		-168.2		-4.4		0.01		0.01		3.68		3.69		-0.013		-1.3		
16.699		-161.3		-11.4		0.02		0.03		3.68		3.69		0.000		-0.4		
16.797		-159.1		-21.4		0.02		0.03		3.68		3.69		-0.004		0.0		
16.895		-150.5		-28.4		0.02		0.03		3.68		3.69		-0.006		-2.2		
16.992		-146.6		-36.8		0.02		0.01		3.68		3.69		-0.013		0.0		
17.090		-146.6		-41.1		0.01		0.02		3.68		3.69		-0.002		-1.3		
17.188		-138.3		-47.7		0.01		0.02		3.68		3.68		-0.006		2.2		
17.285		-136.6		-52.1		0.01		0.02		3.68		3.68		0.002		-0.4		
17.383		-131.4		-57.3		0.01		0.02		3.68		3.69		-0.008		-0.4		
17.480		-129.2		-62.6		0.01		0.02		3.68		3.69		0.002		-0.4		
17.578		-124.0		-66.5		0.01		0.03		3.68		3.68		0.004		0.9		
17.676		-120.1		-73.1		0.01		0.02		2.42		3.68		-0.004		0.4		
17.773		-111.4		-81.8		0.01		0.02		0.02		3.69		0.461		106.2		
17.871		-108.0		-88.0		0.01		0.02		0.02		3.69		0.463		106.2		
17.969		-108.0		-88.0		0.02		0.03		0.02		3.69		0.446		103.1		
18.066		-102.3		-93.7		0.01		0.02		0.02		3.69		0.434		98.8		
18.164		-100.2		-100.7		0.02		0.03		0.02		3.69		0.404		94.9		
18.262		-96.3		-101.5		0.01		0.02		0.02		3.69		0.400		91.0		
18.359		-90.6		-108.5		0.01		0.02		0.02		3.69		0.391		88.0		
18.457		-87.2		-113.8		0.01		0.02		0.02		3.69		0.357		81.5		
18.555		-82.0		-116.4		0.02		0.02		0.02		3.69		0.347		78.4		
18.652		-79.3		-118.6		0.01		0.02		0.02		3.69		0.343		75.8		
18.750		-76.7		-123.0		0.02		0.02		0.02		3.69		0.324		72.4		
18.848		-72.4		-125.2		0.02		0.03		0.02		3.69		0.302		67.2		
18.945		-66.3		-127.8		0.01		0.02		0.02		3.69		0.292		64.6		
19.043		-63.3		-132.6		0.01		0.03		0.02		3.69		0.258		59.4		
19.141		-55.1		-135.2		0.02		0.02		0.02		3.69		0.233		51.6		
19.238		-45.5		-141.4		0.01		0.02		0.02		3.68		0.199		46.8		
19.336		-41.2		-147.5		0.01		0.02		0.02		3.69		0.173		39.9		
19.434		-34.7		-151.9		0.01		0.02		0.02		3.69		0.137		30.8		
19.531		-24.3		-155.4		0.01		0.02		0.02		3.69		0.097		24.3		
19.629		-16.9		-158.4		0.02		0.02		0.02		3.69		0.082		19.1		
19.727		-14.3		-165.4		0.01		0.02		0.02		3.69		0.053		11.3		
19.824		-2.6		-165.4		0.01		0.02		0.02		3.69		0.027		1.3		
19.922		3.9		-167.2		0.02		0.03		0.02		3.69		-0.004		-2.2		
20.020		13.0		-172.9		0.01		0.02		0.02		3.69		-0.002		2.2		
20.117		19.5		-175.5		0.01		0.02		0.02		3.69		-0.006		-0.4		
20.215		28.2		-177.2		0.01		0.02		0.01		3.69		-0.006		-3.5		
20.313		33.0		-180.7		0.01		0.02		0.02		3.69		0.004		1.3		
20.410		39.9		-182.5		0.01		0.03		0.01		3.69		0.000		1.7		
20.508		42.9		-185.1		0.02		0.02		0.02		3.69		0.000		-0.4		
20.605		49.0		-186.4		0.02		0.02		0.02		3.69		-0.002		-0.4		
20.703		54.6		-188.2		0.01		0.02		0.01		3.69		0.000		-3.5		
20.801		60.3		-189.1		0.02		0.03		0.02		3.69		-0.004		-1.3		
20.898		61.6		-191.2		0.01		0.01		0.02		3.69		-0.013		-1.7		
20.996		68.9		-192.6		0.01		0.02		0.02		3.68		0.004		-1.3		
21.094		79.8		-190.4		0.02		0.02		0.02		0.02		0.463		105.7		
21.191		82.0		-189.9		0.02		0.02		0.02		0.02		0.472		104.4		
21.289		88.5		-190.8		0.02		0.02		0.02		0.02		0.453		103.6		
21.387		92.8		-191.7		0.02		0.02		0.02		0.02		0.425		100.1		
21.484		93.7		-192.1		0.02		0.02		0.02		0.02		0.415		93.2		
21.582		104.1		-192.6		0.02		0.02		0.02		0.02		0.421		89.7		
21.680		103.6		-192.1		0.02		0.02		0.02		0.02		0.379		86.2		
21.777		110.1		-196.9		0.02		0.02		0.02		0.02		0.370		82.3		
21.875		111.0		-194.3		0.02		0.02		0.02		0.02		0.357		79.7		
21.973		117.9		-192.6		0.02		0.02		0.02		0.02		0.330		75.0		
22.070		120.1		-194.7		0.02		0.02		0.02		0.02		0.322		72.8		
22.168		123.1		-194.3		0.02		0.02		0.02		0.02		0.286		70.2		
22.266		128.8		-196.1		0.02		0.02		0.02		0.02		0.290		65.0		
22.363		131.8		-190.8		0.02		0.02		0.02		0.02		0.264		56.3		
22.461		138.3		-189.9		0.02		0.02		0.02		0.02		0.231		52.0		
22.559		140.1		-190.4		0.02		0.03		0.02		0.02		0.190		44.6		
22.656		147.9		-183.4		0.02		0.03		0.02		0.02		0.178		39.9		
22.754		149.6		-183.4		0.02		0.02		0.02		0.02		0.140		30.8		
22.852		152.6		-180.7		0.02		0.02		0.02		0.02		0.112		23.8		
22.949		157.4		-176.8		0.02		0.02		0.02		0.02		0.070		17.3		
23.047		160.0		-172.4		0.02		0.02		0.02		0.02		0.042		13.0		
23.145		164.8		-168.5		0.02		0.03		0.02		0.02		0.019		4.8		
23.242		166.1		-164.6		0.02		0.03		0.01		0.02		0.000		-0.9		
23.340		171.7		-160.6		0.02		0.01		0.02		0.02		-0.011		-1.7		
23.438		175.2		-156.7		0.02		0.02		0.02		0.02		-0.006		-0.9		
23.535		179.1		-151.4		0.02		0.02		0.02		0.02		-0.006		-1.7		
23.633		177.3		-148.4		0.02		0.01		0.02		0.02		-0.017		-1.3		
23.730		183.0		-143.5		0.02		0.03		0.02		0.02		-0.004		-0.4		
23.828		186.4		-140.0		0.02		0.02		0.01		0.01		-0.006		0.9		
23.926		186.0		-135.2		0.02		0.02		0.02		0.02		-0.008		0.4		
24.023		186.0		-133.5		0.02		0.02		0.01		0.02		-0.004		3.0		
24.121		187.8		-124.3		0.02		0.03		0.02		0.02		-0.004		0.0		
24.219		189.1		-126.0		0.02		0.02		0.02		0.02		-0.004		-2.2		
24.316		191.7		-122.1		0.02		0.02		0.02		0.02		0.006		-0.4		
24.414		188.6		-111.2		3.68		0.02		0.01		0.02		0.472		103.6		
24.512		189.5		-108.1		3.68		0.02		0.01		0.02		0.465		104.4		
24.609		190.8		-107.7		3.68		0.02		0.01		0.02		0.457		99.7		
24.707		193.4		-99.8		3.68		0.02		0.01		0.02		0.425		96.6		
24.805		193.0		-98.9		3.69		0.02		0.01		0.02		0.421		96.2		
24.902		196.4		-95.0		3.68		0.02		0.01		0.02		0.393		90.1		
25.000		195.6		-87.5		3.69		0.02		0.01		0.02		0.379		86.2		
25.098		194.7		-82.7		3.69		0.02		0.01		0.02		0.366		83.2		
25.195		195.6		-79.2		3.68		0.02		0.01		0.02		0.334		78.9		
25.293		193.4		-78.3		3.68		0.02		0.01		0.02		0.326		74.1		
25.391		195.6		-70.9		3.68		0.02		0.01		0.02		0.309		71.1		
25.488		194.7		-70.5		3.69		0.02		0.01		0.02		0.298		66.3		
25.586		189.9		-67.8		3.69		0.03		0.01		0.02		0.264		63.3		
25.684		192.5		-58.2		3.68		0.03		0.01		0.02		0.258		59.4		
25.781		192.1		-51.2		3.69		0.02		0.01		0.02		0.222		52.9		
25.879		187.3		-46.8		3.69		0.03		0.01		0.02		0.197		44.2		
25.977		187.3		-37.6		3.68		0.03		0.01		0.02		0.163		37.7		
26.074		186.0		-34.1		3.69		0.02		0.01		0.02		0.131		29.0		
26.172		181.7		-29.3		3.69		0.02		0.01		0.02		0.110		26.0		
26.270		179.9		-23.2		3.68		0.03		0.01		0.02		0.091		19.9		
26.367		174.7		-15.3		3.69		0.03		0.01		0.02		0.053		10.0		
26.465		174.7		-5.7		3.69		0.02		0.01		0.02		0.030		6.5		
26.563		168.7		3.1		3.68		0.03		0.02		0.02		-0.006		-0.4		
26.660		163.0		7.4		3.69		0.01		0.01		0.02		-0.017		0.0		
26.758		161.3		18.4		3.69		0.03		0.01		0.02		-0.004		-0.4		
26.855		151.3		24.1		3.68		0.03		0.02		0.02		0.004		0.0		
26.953		145.3		31.5		3.69		0.03		0.02		0.02		-0.002		0.4		
27.051		146.6		38.9		3.69		0.03		0.01		0.02		0.002		-1.3		
27.148		140.1		43.3		3.69		0.03		0.02		0.02		-0.002		-2.6		
27.246		137.5		50.3		3.69		0.03		0.02		0.02		-0.008		0.0		
27.344		132.2		57.8		3.69		0.03		0.01		0.02		0.006		0.0		
27.441		130.1		61.3		3.69		0.03		0.01		0.02		-0.006		-0.4		
27.539		125.7		64.8		3.69		0.03		0.02		0.02		-0.004		-1.7		
27.637		121.0		74.0		3.69		0.03		0.02		0.02		-0.004		0.0		
27.734		110.1		80.1		3.69		3.69		0.02		0.02		0.455		103.6		
27.832		111.4		82.3		3.69		3.69		0.02		0.02		0.478		105.3		
27.930		104.9		88.0		3.69		3.69		0.01		0.02		0.463		102.7		
28.027		103.6		91.5		3.69		3.69		0.01		0.02		0.442		100.1		
28.125		99.3		95.0		3.69		3.69		0.01		0.01		0.423		97.9		
28.223		92.8		102.4		3.68		3.69		0.01		0.01		0.408		94.5		
28.320		89.3		107.2		3.69		3.69		0.01		0.02		0.389		88.4		
28.418		88.0		109.8		3.69		3.69		0.01		0.02		0.370		88.0		
28.516		83.7		113.3		3.69		3.69		0.01		0.01		0.357		82.8		
28.613		81.1		117.7		3.68		3.69		0.01		0.02		0.343		76.3		
28.711		75.9		120.4		3.69		3.69		0.01		0.02		0.330		73.2		
28.809		73.3		123.9		3.69		3.69		0.01		0.01		0.322		69.3		
28.906		72.4		128.2		3.68		3.69		0.01		0.01		0.305		68.0		
29.004		64.6		133.0		3.68		3.69		0.01		0.01		0.273		64.6		
29.102		57.2		137.4		3.68		3.69		0.01		0.01		0.235		54.2		
29.199		50.7		140.5		3.68		3.69		0.01		0.02		0.207		48.1		
29.297		42.9		147.0		3.69		3.69		0.01		0.02		0.178		42.9		
29.395		34.7		147.5		3.68		3.69		0.01		0.01		0.135		36.0		
29.492		26.4		154.5		3.68		3.69		0.01		0.01		0.114		24.3		
29.590		25.1		157.5		3.69		3.69		0.01		0.02		0.074		20.4		
29.688		14.7		159.7		3.69		3.69		0.01		0.01		0.059		16.0		
29.785		5.6		165.0		3.69		3.69		0.01		0.01		0.021		6.5		
29.883		0.9		166.7		3.69		3.69		0.01		0.02		0.000		0.9		
29.980		-6.5		166.7		3.69		3.69		0.02		0.01		-0.002		-0.4		
30.078		-15.2		170.2		3.68		3.69		0.01		0.01		0.004		-0.4		
30.176		-23.0		175.5		3.69		3.69		0.01		0.01		0.000		1.7		
30.273		-31.7		180.7		3.69		3.68		0.01		0.02		-0.011		-1.3		
30.371		-36.9		182.1		3.68		3.68		0.01		0.01		-0.011		0.0		
30.469		-40.8		182.9		3.69		3.69		0.02		0.02		0.004		-3.0		
30.566		-50.7		182.9		3.69		3.69		0.01		0.01		0.004		2.2		
30.664		-51.6		188.2		3.69		3.68		0.01		0.02		-0.017		0.0		
30.762		-59.4		185.6		3.69		3.69		0.01		0.01		-0.002		-0.4		
30.859		-65.0		188.6		3.69		3.68		0.01		0.01		-0.013		-0.4		
30.957		-67.2		190.8		3.69		3.69		0.01		0.01		-0.004		0.0		
31.055		-83.7		183.4		0.02		3.69		3.68		0.01		0.423		96.6		
31.152		-80.2		192.1		0.02		3.69		3.68		0.01		0.472		104.4		
31.250		-85.4		191.2		0.02		3.69		3.68		0.01		0.451		105.7		
31.348		-91.1		194.3		0.02		3.69		3.68		0.01		0.442		101.0		
31.445		-96.3		195.2		0.02		3.69		3.68		0.01		0.415		94.5		
31.543		-98.9		193.9		0.02		3.69		3.68		0.02		0.419		92.7		
31.641		-104.5		191.7		0.02		3.69		3.68		0.01		0.383		88.4		
31.738		-108.0		193.9		0.02		3.69		3.68		0.02		0.377		83.6		
31.836		-112.3		193.9		0.02		3.69		3.68		0.01		0.347		80.2		
31.934		-119.7		194.3		0.02		3.69		3.68		0.01		0.334		76.7		
32.031		-119.7		193.0		0.02		3.69		3.68		0.01		0.319		73.7		
32.129		-122.7		192.1		0.02		3.69		3.68		0.01		0.300		69.3		
32.227		-125.7		192.1		0.02		3.69		3.68		0.02		0.288		66.3		
32.324		-131.4		196.1		0.02		3.69		3.68		0.01		0.258		61.5		
32.422		-135.3		190.4		0.02		3.69		3.68		0.01		0.241		54.2		
32.520		-140.9		186.9		0.02		3.69		3.68		0.01		0.212		46.8		
32.617		-145.7		188.2		0.02		3.69		3.68		0.01		0.186		41.2		
32.715		-148.7		182.5		0.02		3.69		3.69		0.01		0.146		36.8		
32.813		-154.4		182.9		0.02		3.69		3.68		0.01		0.116		27.3		
32.910		-156.5		176.4		0.02		3.69		3.68		0.01		0.095		20.4		
33.008		-159.6		170.7		0.02		3.69		3.68		0.01		0.068		15.6		
33.105		-164.8		171.6		0.02		3.69		3.68		0.01		0.025		6.1		
33.203		-168.7		165.4		0.02		3.69		3.68		0.02		0.000		0.9		
33.301		-174.3		161.9		0.02		3.69		3.68		0.01		0.004		-1.7		
33.398		-173.4		157.1		0.02		3.68		3.68		0.02		-0.013		0.9		
33.496		-174.3		151.9		0.02		3.69		3.68		0.01		-0.002		-0.4		
33.594		-180.8		147.9		0.02		3.69		3.68		0.01		-0.004		0.4		
33.691		-182.5		144.9		0.02		3.69		3.68		0.01		0.006		-0.4		
33.789		-180.4		140.9		0.02		3.70		3.68		0.02		-0.002		-0.4		
33.887		-187.8		136.1		0.02		3.69		3.68		0.02		0.002		-0.9		
33.984		-185.6		135.7		0.02		3.68		3.69		0.02		-0.013		-0.9		
34.082		-187.8		131.7		0.02		3.69		3.68		0.01		-0.006		0.0		
34.180		-189.5		126.0		0.02		3.70		3.68		0.02		-0.008		-1.7		
34.277		-191.2		122.5		0.02		3.69		3.68		0.01		0.008		2.2		
34.375		-179.5		85.8		0.02		0.03		3.68		3.69		0.341		76.7		
34.473		-189.1		110.7		0.02		0.02		3.68		3.69		0.461		104.0		
34.570		-192.5		106.3		0.02		0.02		3.68		3.69		0.461		104.4		
34.668		-191.2		101.1		0.02		0.03		3.68		3.69		0.427		101.4		
34.766		-196.4		100.2		0.01		0.02		3.69		3.69		0.419		97.5		
34.863		-195.1		96.3		0.02		0.03		3.68		3.69		0.406		91.0		
34.961		-197.7		92.3		0.02		0.02		3.68		3.69		0.385		87.5		
