Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.19		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
7.031		144.4		138.7		3.69		0.02		0.02		0.02		3.69		0.01		
7.129		139.6		137.4		3.69		0.02		0.02		0.02		3.69		0.02		
7.227		136.6		135.6		3.69		0.02		0.02		0.03		3.69		0.01		
7.324		131.8		128.3		3.69		0.01		0.03		0.03		3.69		0.01		
7.422		127.9		125.2		3.69		0.02		0.02		0.02		3.69		0.01		
7.520		125.7		121.3		3.69		0.02		0.02		0.02		3.69		0.01		
7.617		120.5		117.9		3.69		0.02		0.03		0.02		3.69		0.02		
7.715		118.8		114.4		3.70		0.02		0.02		0.02		3.69		0.02		
7.813		111.9		110.9		3.69		0.02		0.02		0.03		3.69		0.01		
7.910		107.5		107.9		3.69		0.02		0.03		0.03		3.69		0.01		
8.008		106.2		104.4		3.69		0.02		0.02		0.02		3.69		0.01		
8.105		102.3		99.7		3.69		0.01		0.01		0.02		3.69		0.01		
8.203		99.7		94.0		3.69		0.02		0.03		0.03		3.69		0.01		
8.301		93.2		93.2		3.69		0.01		0.02		0.02		3.69		0.01		
8.398		91.1		87.5		3.69		0.01		0.02		0.02		3.69		0.01		
8.496		90.2		81.9		3.69		0.02		0.02		0.02		3.69		0.01		
8.594		82.0		80.6		3.69		0.01		0.02		0.02		3.69		0.01		
8.691		80.2		78.0		3.69		0.02		0.02		0.02		3.69		0.01		
8.789		75.9		75.8		3.69		0.01		0.02		0.02		3.69		0.01		
8.887		73.7		68.5		3.69		0.01		0.02		0.02		3.69		0.01		
8.984		69.8		65.0		3.69		0.01		0.02		0.02		3.69		0.01		
9.082		62.0		60.7		3.69		0.02		0.02		0.02		3.69		0.01		
9.180		56.8		53.7		3.69		0.01		0.02		0.02		3.69		0.01		
9.277		50.3		49.0		3.69		0.02		0.02		0.03		3.69		0.01		
9.375		42.5		41.6		3.70		0.01		0.02		0.02		3.69		0.01		
9.473		34.3		34.2		3.69		0.01		0.02		0.02		3.69		0.01		
9.570		29.9		26.9		3.70		0.01		0.02		0.03		3.69		0.01		
9.668		21.2		20.8		3.69		0.01		0.02		0.02		3.69		0.01		
9.766		12.6		13.4		3.69		0.01		0.02		0.02		3.69		0.01		
9.863		6.1		6.9		3.69		0.01		0.02		0.03		3.69		0.01		
9.961		0.0		0.9		3.69		0.01		0.02		0.02		0.02		3.69		
10.059		-13.0		151.2		3.69		0.01		0.02		0.02		0.02		3.69		
10.156		-16.0		147.8		3.69		0.01		0.02		0.03		0.02		3.69		
10.254		-28.2		145.2		3.70		0.01		0.02		0.02		0.02		3.69		
10.352		-33.0		142.6		3.69		0.01		0.02		0.02		0.02		3.69		
10.449		-36.4		135.6		3.69		0.01		0.01		0.02		0.02		3.69		
10.547		-43.8		134.8		3.69		0.02		0.02		0.02		0.02		3.69		
10.645		-49.9		128.3		3.69		0.01		0.02		0.02		0.02		3.68		
10.742		-53.3		124.8		3.69		0.02		0.02		0.02		0.02		3.69		
10.840		-57.7		121.8		3.69		0.01		0.03		0.02		0.02		3.69		
10.938		-65.5		118.7		3.69		0.01		0.02		0.02		0.02		3.69		
11.035		-69.4		112.2		3.69		0.01		0.02		0.02		0.02		3.69		
11.133		-75.4		110.1		3.69		0.01		0.02		0.02		0.02		3.69		
11.230		-82.8		108.8		3.69		0.01		0.02		0.02		0.02		3.69		
11.328		-88.0		104.0		3.69		0.01		0.01		0.02		0.02		3.69		
11.426		-92.4		99.7		3.69		0.01		0.02		0.02		0.02		3.69		
11.523		-93.7		96.6		3.69		0.01		0.02		0.02		0.02		3.69		
11.621		-97.1		91.0		3.69		0.02		0.02		0.02		0.02		3.69		
11.719		-103.6		88.4		3.69		0.01		0.02		0.02		0.02		3.69		
11.816		-108.0		83.6		3.69		0.01		0.02		0.02		0.02		3.69		
11.914		-114.0		79.3		3.69		0.01		0.02		0.02		0.02		3.68		
12.012		-115.3		74.1		3.69		0.01		0.02		0.02		0.02		3.69		
12.109		-119.7		72.8		3.69		0.01		0.02		0.02		0.02		3.69		
12.207		-121.8		68.5		3.69		0.01		0.02		0.02		0.02		3.68		
12.305		-125.7		63.7		3.69		0.01		0.03		0.02		0.02		3.68		
12.402		-129.2		58.9		3.69		0.01		0.02		0.02		0.02		3.69		
12.500		-138.8		53.7		3.69		0.01		0.02		0.02		0.02		3.68		
12.598		-141.4		46.4		3.69		0.01		0.02		0.02		0.02		3.69		
12.695		-145.3		39.0		3.69		0.01		0.02		0.03		0.02		3.68		
12.793		-150.5		34.2		3.69		0.01		0.02		0.02		0.02		3.68		
12.891		-153.9		23.4		3.69		0.01		0.02		0.02		0.02		3.69		
12.988		-154.8		18.6		3.69		0.01		0.02		0.02		0.02		3.69		
13.086		-158.7		13.4		3.69		0.01		0.01		0.02		0.02		3.69		
13.184		-165.2		6.1		3.69		0.01		0.02		0.02		0.02		3.69		
13.281		-167.4		0.4		3.69		2.55		0.02		0.02		0.02		3.69		
13.379		-171.7		148.2		0.02		3.69		0.01		0.03		0.02		3.69		
13.477		-170.4		150.8		0.02		3.69		0.02		0.02		0.02		3.68		
13.574		-174.3		145.6		0.02		3.69		0.01		0.02		0.02		3.69		
13.672		-179.1		140.0		0.02		3.69		0.01		0.02		0.02		3.68		
13.770		-179.9		137.8		0.02		3.69		0.02		0.02		0.02		3.68		
13.867		-182.5		135.2		0.02		3.69		0.01		0.02		0.02		3.69		
13.965		-184.3		127.8		0.02		3.69		0.01		0.02		0.02		3.68		
14.063		-184.7		125.7		0.02		3.69		0.02		0.02		0.02		3.69		
14.160		-186.0		122.6		0.02		3.69		0.01		0.02		0.02		3.69		
14.258		-186.9		117.0		0.02		3.69		0.01		0.02		0.02		3.68		
14.355		-187.3		115.3		0.03		3.69		0.02		0.02		0.02		3.69		
14.453		-192.1		109.2		0.02		3.69		0.02		0.02		0.02		3.69		
14.551		-191.7		107.0		0.02		3.69		0.01		0.03		0.02		3.69		
14.648		-190.8		100.1		0.02		3.69		0.02		0.02		0.02		3.68		
14.746		-193.8		97.9		0.02		3.69		0.02		0.02		0.02		3.69		
14.844		-194.3		96.6		0.02		3.69		0.01		0.03		0.02		3.69		
14.941		-193.8		89.3		0.02		3.69		0.02		0.02		0.02		3.69		
15.039		-196.9		87.5		0.02		3.69		0.01		0.02		0.02		3.69		
15.137		-198.2		83.2		0.02		3.69		0.01		0.03		0.02		3.69		
15.234		-194.7		80.6		0.02		3.69		0.02		0.02		0.02		3.69		
15.332		-194.7		78.4		0.03		3.69		0.02		0.02		0.02		3.68		
15.430		-196.4		71.9		0.02		3.69		0.01		0.02		0.02		3.69		
15.527		-196.0		70.2		0.03		3.69		0.02		0.02		0.02		3.68		
15.625		-194.7		65.0		0.02		3.69		0.02		0.02		0.02		3.68		
15.723		-192.1		58.1		0.02		3.69		0.01		0.02		0.02		3.68		
15.820		-190.8		53.3		0.02		3.69		0.02		0.02		0.02		3.69		
15.918		-189.1		45.5		0.02		3.69		0.02		0.03		0.02		3.69		
16.016		-186.9		41.6		0.02		3.69		0.01		0.03		0.02		3.69		
16.113		-183.4		36.4		0.02		3.69		0.02		0.02		0.02		3.68		
16.211		-184.3		28.2		0.02		3.69		0.02		0.02		0.02		3.68		
16.309		-180.8		21.2		0.02		3.69		0.01		0.02		0.02		3.68		
16.406		-177.8		15.6		0.02		3.69		0.02		0.02		0.01		3.68		
16.504		-173.9		7.4		0.02		3.69		0.01		0.02		0.02		3.68		
16.602		-170.8		1.3		0.02		3.69		0.01		0.02		0.02		3.68		
16.699		-157.0		150.8		0.02		3.69		0.02		3.69		0.01		0.02		
16.797		-155.2		149.5		0.02		3.69		0.01		3.69		0.01		0.02		
16.895		-149.6		145.2		0.02		3.69		0.01		3.69		0.02		0.02		
16.992		-144.4		144.7		0.02		3.69		0.02		3.69		0.01		0.02		
17.090		-142.7		136.9		0.02		3.69		0.02		3.69		0.02		0.02		
17.188		-137.0		135.6		0.02		3.69		0.01		3.69		0.01		0.01		
17.285		-134.9		130.0		0.02		3.69		0.02		3.69		0.01		0.02		
17.383		-130.5		124.4		0.02		3.69		0.01		3.69		0.01		0.02		
17.480		-129.2		125.2		0.02		3.69		0.01		3.69		0.01		0.02		
17.578		-121.4		118.3		0.02		3.69		0.02		3.69		0.01		0.02		
17.676		-118.4		113.1		0.02		3.69		0.01		3.69		0.01		0.02		
17.773		-114.5		112.2		0.02		3.69		0.01		3.69		0.01		0.01		
17.871		-113.2		107.9		0.02		3.69		0.02		3.69		0.01		0.02		
17.969		-108.8		101.4		0.02		3.69		0.01		3.69		0.02		0.02		
18.066		-104.9		100.5		0.02		3.69		0.01		3.70		0.02		0.02		
18.164		-102.3		97.5		0.03		3.69		0.02		3.69		0.01		0.02		
18.262		-94.1		94.5		0.02		3.69		0.01		3.69		0.02		0.02		
18.359		-92.8		91.0		0.02		3.69		0.01		3.69		0.01		0.02		
18.457		-88.9		83.2		0.02		3.69		0.02		3.70		0.01		0.02		
18.555		-85.9		81.9		0.02		3.69		0.01		3.69		0.01		0.02		
18.652		-82.8		77.6		0.03		3.69		0.01		3.70		0.02		0.02		
18.750		-78.9		74.5		0.02		3.69		0.02		3.69		0.01		0.02		
18.848		-77.2		69.8		0.02		3.69		0.01		3.69		0.01		0.02		
18.945		-68.5		68.5		0.02		3.69		0.01		3.70		0.02		0.02		
19.043		-67.2		62.4		0.02		3.69		0.02		3.69		0.01		0.02		
19.141		-59.0		58.1		0.03		3.69		0.02		3.69		0.01		0.02		
19.238		-51.2		51.6		0.02		3.69		0.01		3.70		0.01		0.02		
19.336		-47.3		45.5		0.02		3.69		0.02		3.69		0.01		0.02		
19.434		-39.0		36.4		0.02		3.69		0.02		3.69		0.01		0.02		
19.531		-31.7		28.6		0.02		3.69		0.01		3.70		0.02		0.02		
19.629		-22.5		23.0		0.03		3.69		0.02		3.69		0.01		0.02		
19.727		-20.4		15.2		0.02		3.69		0.01		3.69		0.01		0.02		
19.824		-10.4		8.7		0.02		3.69		0.01		3.69		0.02		0.02		
19.922		-6.1		3.0		0.02		3.69		0.02		3.69		0.02		0.02		
20.020		9.5		147.8		0.02		0.02		3.69		3.69		0.01		0.02		
20.117		16.0		150.4		0.02		0.02		3.69		3.69		0.01		0.02		
20.215		22.1		149.9		0.02		0.02		3.70		3.69		0.01		0.01		
20.313		28.2		143.4		0.02		0.02		3.69		3.69		0.01		0.01		
20.410		35.6		138.2		0.02		0.02		3.69		3.69		0.01		0.02		
20.508		40.3		135.2		0.02		0.02		3.70		3.69		0.01		0.02		
20.605		45.1		132.2		0.02		0.02		3.69		3.69		0.01		0.02		
20.703		51.2		127.0		0.02		0.02		3.69		3.69		0.01		0.02		
20.801		59.4		126.5		0.02		0.02		3.70		3.69		0.01		0.02		
20.898		61.6		120.9		0.02		0.02		3.69		3.69		0.01		0.02		
20.996		71.5		116.1		0.02		0.02		3.69		3.69		0.01		0.02		
21.094		73.7		114.8		0.02		0.02		3.70		3.69		0.01		0.02		
21.191		79.3		109.2		0.02		0.02		3.69		3.69		0.01		0.01		
21.289		85.9		106.6		0.02		0.02		3.69		3.69		0.01		0.01		
21.387		87.6		103.1		0.02		0.02		3.69		3.69		0.01		0.02		
21.484		91.1		96.6		0.02		0.02		3.69		3.69		0.01		0.02		
21.582		96.7		94.9		0.02		0.02		3.69		3.69		0.01		0.02		
21.680		103.2		91.4		0.02		0.02		3.70		3.69		0.01		0.02		
21.777		104.5		87.5		0.02		0.02		3.69		3.69		0.01		0.02		
21.875		111.9		82.8		0.02		0.02		3.69		3.69		0.01		0.02		
21.973		114.0		79.7		0.02		0.02		3.70		3.69		0.01		0.02		
22.070		116.6		73.2		0.02		0.02		3.69		3.69		0.01		0.02		
22.168		121.4		69.3		0.02		0.02		3.69		3.69		0.01		0.02		
22.266		123.6		67.6		0.02		0.02		3.70		3.69		0.01		0.02		
22.363		128.3		60.7		0.02		0.02		3.69		3.69		0.02		0.02		
22.461		130.9		57.6		0.02		0.02		3.69		3.69		0.01		0.02		
22.559		136.6		49.8		0.02		0.02		3.70		3.68		0.01		0.02		
22.656		142.7		43.8		0.02		0.02		3.69		3.69		0.01		0.02		
22.754		148.3		39.4		0.02		0.02		3.69		3.69		0.01		0.02		
22.852		151.8		32.5		0.02		0.02		3.70		3.69		0.01		0.02		
22.949		155.7		23.8		0.02		0.02		3.69		3.69		0.01		0.02		
23.047		160.4		16.0		0.02		0.02		3.69		3.69		0.01		0.02		
23.145		163.9		10.8		0.02		0.02		3.69		3.69		0.01		0.02		
23.242		165.6		3.5		0.02		0.02		3.69		3.69		0.01		0.02		
23.340		163.5		141.7		0.02		0.02		3.69		0.02		3.69		0.01		
23.438		166.1		151.7		0.02		0.02		3.70		0.01		3.68		0.01		
23.535		173.0		147.3		0.02		0.02		3.69		0.02		3.69		0.01		
23.633		178.2		143.9		0.02		0.02		3.69		0.02		3.69		0.01		
23.730		176.5		138.2		0.02		0.02		3.69		0.02		3.69		0.01		
23.828		179.1		137.8		0.02		0.02		3.69		0.02		3.69		0.01		
23.926		182.1		133.5		0.02		0.02		3.69		0.02		3.69		0.01		
24.023		183.0		129.6		0.02		0.02		3.69		0.02		3.69		0.01		
24.121		185.1		123.1		0.02		0.02		3.69		0.02		3.69		0.01		
24.219		183.8		118.3		0.02		0.02		3.69		0.02		3.69		0.01		
24.316		185.6		117.9		0.02		0.02		3.70		0.02		3.68		0.01		
24.414		191.2		112.2		0.02		0.02		3.69		0.02		3.69		0.01		
24.512		192.5		109.6		0.02		0.02		3.69		0.02		3.69		0.01		
24.609		193.4		104.9		0.02		0.02		3.69		0.02		3.69		0.01		
24.707		192.1		102.3		0.02		0.02		3.69		0.02		3.69		0.01		
24.805		193.8		94.9		0.02		0.02		3.69		0.02		3.69		0.01		
24.902		194.3		91.4		0.02		0.02		3.70		0.02		3.69		0.01		
25.000		193.4		87.5		0.02		0.02		3.69		0.02		3.69		0.01		
25.098		197.7		84.9		0.02		0.02		3.69		0.02		3.69		0.01		
25.195		195.6		81.5		0.02		0.02		3.70		0.02		3.69		0.01		
25.293		194.7		78.9		0.02		0.02		3.69		0.02		3.69		0.01		
25.391		194.7		73.7		0.02		0.02		3.69		0.02		3.69		0.01		
25.488		195.6		72.8		0.02		0.02		3.70		0.02		3.69		0.01		
25.586		191.7		65.4		0.02		0.02		3.69		0.02		3.69		0.01		
25.684		195.1		61.1		0.03		0.02		3.69		0.02		3.69		0.02		
25.781		191.2		56.8		0.03		0.02		3.70		0.02		3.69		0.01		
25.879		189.9		49.4		0.02		0.02		3.69		0.02		3.69		0.01		
25.977		187.3		45.5		0.02		0.02		3.69		0.02		3.69		0.01		
26.074		186.9		37.7		0.02		0.02		3.70		0.02		3.69		0.01		
26.172		181.7		32.1		0.03		0.02		3.69		0.02		3.69		0.01		
26.270		180.8		22.1		0.02		0.02		3.69		0.02		3.69		0.02		
26.367		179.1		18.6		0.03		0.02		3.70		0.02		3.69		0.01		
26.465		175.2		11.3		0.03		0.02		3.69		0.02		3.69		0.02		
26.563		170.8		3.9		0.02		0.02		3.69		0.02		3.69		0.01		
26.660		143.5		130.4		3.69		0.02		0.03		0.03		3.69		0.02		
26.758		157.4		151.2		3.69		0.01		0.02		0.02		3.69		0.01		
26.855		152.6		147.8		3.69		0.01		0.01		0.02		3.69		0.01		
26.953		147.4		142.6		3.69		0.01		0.03		0.02		3.69		0.02		
27.051		144.8		139.5		3.70		0.02		0.02		0.02		3.69		0.02		
27.148		143.1		136.5		3.69		0.02		0.02		0.02		3.69		0.02		
27.246		135.3		133.5		3.69		0.01		0.03		0.02		3.69		0.02		
27.344		131.8		127.8		3.69		0.02		0.02		0.03		3.69		0.02		
27.441		127.5		125.7		3.69		0.02		0.02		0.03		3.69		0.01		
27.539		125.3		120.5		3.70		0.02		0.02		0.02		3.69		0.01		
27.637		119.2		119.2		3.70		0.02		0.02		0.02		3.69		0.01		
27.734		120.1		114.0		3.69		0.02		0.02		0.03		3.69		0.01		
27.832		113.6		109.6		3.69		0.02		0.03		0.03		3.69		0.02		
27.930		108.8		106.6		3.69		0.02		0.02		0.02		3.69		0.01		
28.027		105.8		101.4		3.69		0.01		0.02		0.03		3.69		0.01		
28.125		102.8		99.7		3.69		0.02		0.03		0.02		3.69		0.01		
28.223		96.7		94.5		3.69		0.01		0.02		0.02		3.69		0.01		
28.320		94.1		91.0		3.69		0.01		0.01		0.02		3.69		0.01		
28.418		89.3		88.8		3.69		0.01		0.02		0.02		3.69		0.01		
28.516		87.2		82.8		3.69		0.01		0.02		0.02		3.69		0.01		
28.613		82.0		81.0		3.69		0.01		0.02		0.03		3.69		0.01		
28.711		78.9		78.9		3.69		0.01		0.03		0.03		3.69		0.01		
28.809		77.2		74.1		3.69		0.01		0.02		0.02		3.69		0.01		
28.906		72.4		68.9		3.70		0.02		0.02		0.03		3.69		0.01		
29.004		67.6		68.5		3.69		0.01		0.02		0.02		3.69		0.01		
29.102		62.0		62.0		3.69		0.01		0.02		0.02		3.69		0.01		
29.199		54.6		53.3		3.69		0.01		0.02		0.03		3.69		0.01		
29.297		49.4		46.4		3.69		0.01		0.02		0.02		3.69		0.01		
29.395		41.2		38.1		3.69		0.01		0.02		0.02		3.69		0.01		
29.492		36.0		30.3		3.70		0.01		0.02		0.03		3.69		0.01		
29.590		31.7		26.4		3.70		0.02		0.02		0.02		3.69		0.01		
29.688		24.7		20.4		3.70		0.02		0.02		0.03		3.69		0.01		
29.785		13.9		13.0		3.70		0.01		0.02		0.02		3.69		0.01		
29.883		8.2		5.6		3.70		0.02		0.02		0.02		3.69		0.02		
29.980		-59.0		54.6		3.70		0.02		0.02		0.02		0.02		3.69		
30.078		-7.4		149.9		3.69		0.02		0.02		0.02		0.02		3.69		
30.176		-19.9		150.4		3.69		0.01		0.02		0.03		0.02		3.69		
30.273		-25.1		142.6		3.69		0.01		0.02		0.02		0.02		3.69		
30.371		-33.0		142.1		3.69		0.02		0.02		0.03		0.02		3.68		
30.469		-37.3		136.9		3.69		0.02		0.03		0.02		0.02		3.69		
30.566		-45.5		130.0		3.69		0.02		0.02		0.03		0.02		3.69		
30.664		-51.6		130.4		3.69		0.02		0.02		0.03		0.02		3.68		
30.762		-56.4		126.1		3.69		0.02		0.02		0.02		0.02		3.69		
30.859		-63.3		122.6		3.69		0.01		0.02		0.02		0.02		3.69		
30.957		-67.6		117.9		3.69		0.02		0.02		0.02		0.02		3.69		
31.055		-69.8		115.3		3.69		0.01		0.02		0.02		0.02		3.69		
31.152		-75.4		111.4		3.69		0.02		0.02		0.02		0.02		3.69		
31.250		-81.1		107.0		3.69		0.01		0.02		0.02		0.02		3.68		
31.348		-84.1		102.3		3.69		0.01		0.03		0.02		0.02		3.69		
31.445		-91.5		99.7		3.69		0.01		0.02		0.02		0.02		3.69		
31.543		-96.7		94.9		3.69		0.01		0.02		0.02		0.02		3.69		
31.641		-97.6		91.4		3.69		0.01		0.03		0.03		0.02		3.69		
31.738		-103.6		86.7		3.69		0.01		0.02		0.02		0.02		3.69		
31.836		-109.3		84.5		3.69		0.01		0.02		0.02		0.02		3.69		
31.934		-111.4		76.3		3.69		0.01		0.02		0.02		0.02		3.68		
32.031		-117.1		76.7		3.69		0.01		0.02		0.02		0.02		3.69		
32.129		-119.2		75.0		3.70		0.01		0.02		0.02		0.02		3.68		
32.227		-123.1		68.0		3.69		0.01		0.02		0.02		0.02		3.68		
32.324		-129.6		65.4		3.69		0.01		0.02		0.02		0.02		3.69		
32.422		-131.8		59.4		3.69		0.01		0.01		0.03		0.02		3.69		
32.520		-134.4		52.9		3.69		0.02		0.02		0.02		0.02		3.68		
32.617		-143.1		43.8		3.69		0.02		0.02		0.02		0.02		3.69		
32.715		-147.9		40.3		3.69		0.01		0.02		0.03		0.02		3.69		
32.813		-150.5		31.2		3.69		0.01		0.03		0.02		0.02		3.68		
32.910		-152.6		26.0		3.70		0.01		0.02		0.02		0.02		3.69		
33.008		-159.6		20.4		3.69		0.01		0.01		0.02		0.02		3.69		
33.105		-161.3		12.1		3.69		0.02		0.03		0.02		0.02		3.69		
33.203		-163.9		6.1		3.69		0.01		0.02		0.02		0.02		3.68		
33.301		-167.8		2.2		0.05		3.69		0.01		0.02		0.02		3.69		
33.398		-164.8		149.9		0.02		3.69		0.02		0.02		0.02		3.68		
33.496		-173.9		149.1		0.02		3.69		0.02		0.03		0.02		3.69		
33.594		-174.7		146.5		0.02		3.69		0.01		0.03		0.02		3.68		
33.691		-179.1		141.7		0.02		3.69		0.02		0.03		0.02		3.69		
33.789		-177.8		135.6		0.02		3.69		0.02		0.02		0.02		3.69		
33.887		-180.4		133.0		0.02		3.69		0.01		0.03		0.02		3.69		
33.984		-185.1		130.0		0.02		3.69		0.02		0.03		0.02		3.69		
34.082		-184.7		123.1		0.02		3.69		0.01		0.02		0.02		3.69		
34.180		-187.3		120.5		0.02		3.69		0.01		0.02		0.02		3.68		
34.277		-186.0		117.0		0.03		3.69		0.02		0.03		0.02		3.69		
34.375		-188.6		115.3		0.03		3.69		0.02		0.02		0.02		3.69		
34.473		-188.6		108.3		0.02		3.69		0.01		0.03		0.02		3.69		
34.570		-189.9		105.7		0.02		3.69		0.02		0.02		0.02		3.69		
34.668		-195.6		102.7		0.02		3.69		0.01		0.02		0.02		3.69		
34.766		-193.4		99.7		0.02		3.69		0.01		0.03		0.02		3.69		
34.863		-194.3		94.9		0.02		3.69		0.02		0.02		0.02		3.69		
34.961		-195.1		91.9		0.02		3.69		0.02		0.02		0.02		3.69		
35.059		-194.7		86.2		0.02		3.69		0.01		0.03		0.02		3.69		
35.156		-190.4		82.3		0.03		3.69		0.02		0.02		0.02		3.69		
35.254		-196.4		79.3		0.03		3.69		0.01		0.02		0.02		3.69		
35.352		-193.0		75.0		0.02		3.69		0.01		0.03		0.02		3.68		
35.449		-193.8		71.5		0.02		3.69		0.02		0.02		0.02		3.69		
35.547		-196.4		68.0		0.02		3.69		0.02		0.02		0.02		3.69		
35.645		-194.7		63.7		0.02		3.69		0.01		0.03		0.02		3.69		
35.742		-195.1		59.8		0.02		3.71		0.02		0.02		0.02		3.69		
