Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.19		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
8.496		89.8		107.7		3.69		3.69		0.01		0.01		0.685		81.0		
8.594		84.6		112.5		3.69		3.69		0.02		0.01		0.772		75.0		
8.691		77.2		116.4		3.68		3.69		0.01		0.02		0.836		73.7		
8.789		72.4		119.0		3.69		3.69		0.01		0.02		0.918		68.5		
8.887		68.9		120.8		3.68		3.69		0.02		0.01		0.975		63.3		
8.984		68.1		129.1		3.68		3.69		0.01		0.01		1.041		62.0		
9.082		63.3		128.7		3.69		3.69		0.01		0.02		1.081		53.3		
9.180		55.1		137.0		3.69		3.69		0.01		0.02		1.134		48.5		
9.277		49.0		142.2		3.68		3.69		0.01		0.01		1.182		39.9		
9.375		42.1		145.7		3.69		3.68		0.02		0.02		1.210		32.9		
9.473		33.8		149.7		3.68		3.69		0.01		0.02		1.244		26.9		
9.570		27.8		153.6		3.68		3.69		0.01		0.01		1.278		19.1		
9.668		15.6		156.7		3.69		3.69		0.01		0.01		1.299		11.7		
9.766		12.1		165.0		3.68		3.68		0.01		0.03		1.307		3.5		
9.863		3.9		164.6		3.68		3.69		0.01		0.02		1.320		-3.9		
9.961		-3.9		168.5		3.69		3.69		0.01		0.01		1.307		-13.4		
10.059		-12.6		174.6		3.69		3.69		0.01		0.01		1.284		-18.2		
10.156		-18.6		172.0		3.68		3.69		0.01		0.01		1.273		-25.1		
10.254		-25.1		175.9		3.69		3.69		0.01		0.02		1.246		-30.3		
10.352		-33.0		179.0		3.68		3.69		0.02		0.01		1.214		-39.4		
10.449		-37.3		181.2		3.69		3.69		0.02		0.02		1.166		-46.4		
10.547		-44.2		183.4		3.69		3.69		0.01		0.02		1.138		-49.0		
10.645		-52.9		186.9		3.69		3.69		0.01		0.02		1.096		-54.2		
10.742		-55.5		190.4		3.68		3.69		0.01		0.01		1.041		-61.1		
10.840		-60.7		191.7		3.68		3.69		0.01		0.01		1.003		-67.2		
10.938		-67.2		188.2		3.69		3.68		0.01		0.01		0.960		-70.2		
11.035		-70.7		191.2		3.68		3.69		0.01		0.02		0.916		-76.3		
11.133		-75.0		191.2		3.68		3.69		0.01		0.01		0.838		-77.6		
11.230		-78.0		194.3		3.68		3.69		0.01		0.01		0.797		-82.8		
11.328		-83.7		198.7		3.68		3.69		0.01		0.02		0.713		-87.5		
11.426		-88.9		195.6		3.69		3.69		0.01		0.02		0.656		-89.3		
11.523		-93.7		193.9		3.68		3.69		0.01		0.02		0.577		-94.0		
11.621		-98.0		195.6		0.02		3.69		3.68		0.02		0.514		-96.2		
11.719		-111.4		196.1		0.02		3.69		3.68		0.02		0.639		68.9		
11.816		-104.9		191.2		0.02		3.69		3.68		0.02		0.734		80.6		
11.914		-110.1		191.7		0.02		3.69		3.68		0.01		0.810		76.7		
12.012		-114.9		191.7		0.02		3.69		3.68		0.02		0.871		71.5		
12.109		-119.7		192.6		0.02		3.69		3.68		0.01		0.950		65.4		
12.207		-122.7		187.7		0.02		3.69		3.68		0.02		1.011		64.1		
12.305		-127.0		189.5		0.02		3.69		3.68		0.02		1.064		58.5		
12.402		-130.5		191.2		0.02		3.69		3.68		0.01		1.104		52.4		
12.500		-136.2		187.7		0.02		3.69		3.68		0.01		1.161		46.4		
12.598		-140.5		184.7		0.02		3.69		3.68		0.01		1.189		38.6		
12.695		-145.7		185.1		0.02		3.69		3.68		0.02		1.218		33.8		
12.793		-150.0		182.5		0.02		3.68		3.68		0.01		1.254		25.6		
12.891		-156.1		179.4		0.02		3.69		3.68		0.01		1.292		14.7		
12.988		-160.9		175.5		0.02		3.69		3.68		0.02		1.307		10.4		
13.086		-162.2		169.4		0.02		3.68		3.68		0.01		1.320		2.6		
13.184		-165.6		168.1		0.02		3.69		3.68		0.01		1.324		-6.5		
13.281		-168.2		163.7		0.02		3.68		3.68		0.01		1.305		-11.7		
13.379		-173.4		160.2		0.02		3.68		3.68		0.01		1.309		-17.3		
13.477		-176.5		158.0		0.02		3.69		3.68		0.02		1.278		-24.3		
13.574		-180.4		152.3		0.02		3.69		3.68		0.02		1.256		-30.8		
13.672		-179.9		149.2		0.02		3.69		3.68		0.02		1.221		-39.4		
13.770		-184.3		145.3		0.02		3.69		3.68		0.02		1.168		-45.1		
13.867		-186.4		137.9		0.02		3.69		3.68		0.02		1.132		-50.7		
13.965		-187.3		135.7		0.02		3.69		3.68		0.01		1.068		-55.5		
14.063		-188.2		133.9		0.02		3.69		3.68		0.02		1.028		-61.5		
14.160		-189.9		130.4		0.02		3.69		3.68		0.02		1.005		-64.6		
14.258		-191.2		127.8		0.02		3.69		3.68		0.02		0.956		-68.0		
14.355		-192.5		120.4		0.02		3.69		3.68		0.02		0.918		-74.1		
14.453		-193.8		118.6		0.02		3.69		3.68		0.01		0.874		-79.7		
14.551		-193.4		116.0		0.02		3.69		3.68		0.02		0.814		-83.6		
14.648		-196.9		111.6		0.02		3.69		3.68		0.02		0.757		-88.8		
14.746		-197.3		109.4		0.02		3.69		3.68		0.02		0.675		-89.7		
14.844		-195.1		104.6		0.02		3.69		3.68		0.02		0.601		-94.9		
14.941		-198.6		100.2		0.02		1.15		3.68		3.60		0.527		-97.9		
15.039		-209.0		103.3		0.01		0.02		3.68		3.69		0.618		97.9		
15.137		-192.1		86.2		0.02		0.02		3.68		3.69		0.709		80.2		
15.234		-193.0		80.1		0.02		0.02		3.68		3.69		0.787		76.3		
15.332		-193.0		79.6		0.02		0.02		3.68		3.68		0.863		72.4		
15.430		-192.1		72.6		0.01		0.02		3.68		3.69		0.935		65.9		
15.527		-189.9		68.7		0.02		0.03		3.68		3.69		0.973		60.7		
15.625		-193.4		63.0		0.02		0.02		3.68		3.69		1.030		57.2		
15.723		-188.6		58.6		0.02		0.02		3.68		3.69		1.085		57.2		
15.820		-188.2		55.1		0.02		0.02		3.68		3.68		1.125		47.2		
15.918		-184.7		46.8		0.01		0.02		3.68		3.69		1.163		39.9		
16.016		-182.5		40.3		0.02		0.02		3.68		3.69		1.225		29.9		
16.113		-183.4		33.3		0.02		0.02		3.68		3.69		1.248		22.1		
16.211		-179.5		22.8		0.02		0.02		3.68		3.69		1.284		19.5		
16.309		-176.0		15.8		0.01		0.02		3.68		3.69		1.301		11.7		
16.406		-174.7		11.4		0.02		0.02		3.68		3.69		1.307		3.5		
16.504		-168.7		4.8		0.02		0.02		3.68		3.68		1.305		-4.8		
16.602		-166.9		-2.6		0.01		0.02		3.68		3.68		1.297		-10.8		
16.699		-162.2		-10.9		0.01		0.02		3.68		3.68		1.267		-21.7		
16.797		-158.7		-18.4		0.01		0.02		3.68		3.69		1.237		-26.4		
16.895		-154.4		-27.6		0.01		0.02		3.68		3.68		1.231		-31.2		
16.992		-150.5		-31.5		0.02		0.02		3.68		3.69		1.204		-40.7		
17.090		-145.7		-35.9		0.01		0.02		3.68		3.68		1.157		-48.1		
17.188		-141.4		-47.3		0.01		0.02		3.68		3.68		1.111		-49.0		
17.285		-139.6		-50.8		0.01		0.02		3.68		3.68		1.091		-55.9		
17.383		-136.6		-56.9		0.02		0.02		3.68		3.68		1.032		-59.4		
17.480		-130.9		-60.0		0.01		0.02		3.68		3.69		0.979		-65.0		
17.578		-124.4		-68.3		0.01		0.02		3.68		3.69		0.933		-70.6		
17.676		-124.0		-70.9		0.01		0.02		3.68		3.69		0.878		-75.0		
17.773		-119.2		-78.3		0.01		0.02		3.68		3.68		0.829		-75.4		
17.871		-115.3		-80.1		0.01		0.02		3.68		3.68		0.759		-82.8		
17.969		-113.2		-81.4		0.01		0.02		3.68		3.68		0.692		-88.8		
18.066		-108.8		-86.7		0.01		0.03		3.68		3.69		0.628		-92.3		
18.164		-108.4		-88.4		0.02		0.02		3.68		3.69		0.544		-95.3		
18.262		-104.1		-95.0		0.01		0.02		3.68		3.69		0.474		-96.6		
18.359		-79.8		-120.8		0.01		0.02		0.02		3.68		0.573		99.2		
18.457		-87.6		-108.1		0.02		0.03		0.02		3.69		0.671		81.9		
18.555		-83.3		-110.3		0.02		0.02		0.02		3.69		0.749		77.6		
18.652		-79.3		-114.2		0.01		0.02		0.02		3.69		0.814		71.5		
18.750		-76.7		-117.7		0.02		0.02		0.02		3.69		0.897		66.7		
18.848		-69.4		-122.1		0.02		0.02		0.02		3.68		0.950		63.3		
18.945		-66.8		-126.5		0.02		0.02		0.02		3.69		1.026		59.4		
19.043		-63.7		-130.4		0.02		0.02		0.02		3.69		1.056		55.9		
19.141		-61.6		-132.6		0.02		0.02		0.02		3.68		1.106		50.3		
19.238		-49.4		-137.4		0.02		0.02		0.02		3.69		1.153		41.6		
19.336		-44.7		-142.2		0.02		0.02		0.02		3.69		1.174		34.2		
19.434		-37.3		-147.5		0.02		0.02		0.02		3.69		1.212		24.3		
19.531		-29.5		-151.9		0.01		0.02		0.02		3.69		1.233		19.1		
19.629		-23.4		-158.4		0.01		0.02		0.02		3.69		1.261		10.0		
19.727		-14.3		-161.1		0.01		0.02		0.02		3.69		1.278		3.5		
19.824		-4.8		-165.4		0.01		0.02		0.02		3.69		1.280		-4.3		
19.922		1.3		-166.3		0.01		0.02		0.02		3.69		1.288		-9.5		
20.020		8.7		-172.0		0.01		0.02		0.02		3.68		1.273		-18.6		
20.117		16.0		-173.7		0.01		0.02		0.02		3.68		1.261		-25.6		
20.215		22.5		-175.9		0.02		0.02		0.02		3.69		1.233		-32.1		
20.313		32.5		-180.7		0.01		0.02		0.02		3.69		1.191		-39.4		
20.410		37.7		-182.5		0.02		0.02		0.02		3.69		1.149		-45.1		
20.508		39.5		-184.7		0.02		0.02		0.02		3.69		1.096		-47.7		
20.605		48.1		-182.5		0.02		0.02		0.02		3.68		1.049		-55.0		
20.703		51.6		-186.9		0.01		0.02		0.02		3.68		1.011		-58.5		
20.801		58.1		-189.5		0.01		0.02		0.01		3.68		0.975		-65.9		
20.898		59.0		-191.2		0.01		0.02		0.02		3.69		0.905		-69.8		
20.996		66.8		-192.1		0.01		0.02		0.02		3.68		0.871		-72.4		
21.094		74.6		-195.2		0.01		0.02		0.02		3.68		0.821		-75.8		
21.191		78.9		-196.9		0.02		0.02		0.02		3.68		0.783		-80.2		
21.289		80.2		-194.3		0.01		0.02		0.01		3.68		0.698		-84.1		
21.387		85.4		-196.5		0.02		0.02		0.02		3.68		0.649		-89.7		
21.484		87.6		-194.7		0.01		0.02		0.02		3.69		0.567		-94.9		
21.582		94.1		-195.2		0.01		0.02		0.02		3.68		0.501		-98.4		
21.680		57.2		-166.3		0.02		0.03		0.02		0.02		0.571		68.0		
21.777		104.1		-192.1		0.02		0.02		0.02		0.02		0.664		82.3		
21.875		109.7		-192.6		0.01		0.02		0.02		0.02		0.740		75.8		
21.973		112.7		-190.8		0.02		0.02		0.02		0.02		0.810		71.5		
22.070		117.5		-192.6		0.02		0.02		0.02		0.02		0.867		68.0		
22.168		120.1		-194.3		0.01		0.02		0.01		0.02		0.931		63.3		
22.266		125.3		-190.4		0.02		0.02		0.02		0.02		0.990		58.9		
22.363		128.3		-189.9		0.02		0.02		0.02		0.02		1.028		54.2		
22.461		133.1		-186.4		0.02		0.02		0.02		0.02		1.068		49.4		
22.559		137.5		-186.9		0.02		0.02		0.02		0.02		1.127		42.0		
22.656		140.5		-185.6		0.02		0.02		0.02		0.02		1.155		33.8		
22.754		149.2		-180.7		0.02		0.02		0.02		0.02		1.199		26.4		
22.852		150.0		-181.2		0.02		0.02		0.02		0.02		1.242		16.5		
22.949		157.0		-175.5		0.02		0.02		0.02		0.02		1.261		12.1		
23.047		163.5		-172.4		0.02		0.02		0.02		0.02		1.280		3.0		
23.145		162.2		-169.4		0.02		0.02		0.02		0.02		1.278		-2.2		
23.242		169.5		-168.5		0.02		0.02		0.02		0.02		1.282		-8.7		
23.340		170.0		-161.9		0.02		0.02		0.02		0.02		1.265		-18.2		
23.438		172.1		-156.2		0.02		0.02		0.02		0.02		1.229		-23.0		
23.535		176.5		-154.9		0.02		0.02		0.02		0.02		1.214		-30.8		
23.633		179.5		-151.4		0.02		0.02		0.02		0.02		1.168		-39.0		
23.730		183.4		-146.2		0.02		0.02		0.02		0.02		1.132		-42.9		
23.828		185.1		-139.6		0.02		0.02		0.02		0.02		1.089		-48.5		
23.926		184.7		-135.2		0.02		0.02		0.02		0.02		1.047		-54.2		
24.023		187.3		-132.2		0.02		0.02		0.02		0.02		1.022		-58.5		
24.121		192.1		-130.0		0.02		0.02		0.01		0.02		0.981		-65.9		
24.219		193.0		-126.5		0.02		0.02		0.02		0.02		0.929		-67.6		
24.316		192.1		-122.5		0.02		0.02		0.02		0.02		0.888		-75.4		
24.414		195.1		-118.6		0.02		0.02		0.02		0.02		0.823		-78.9		
24.512		194.3		-112.9		0.02		0.02		0.02		0.02		0.772		-81.5		
24.609		193.8		-114.2		0.02		0.03		0.02		0.02		0.702		-86.7		
24.707		196.0		-110.7		0.02		0.02		0.02		0.02		0.641		-88.0		
24.805		196.4		-103.3		0.02		0.03		0.02		0.02		0.552		-93.2		
24.902		197.3		-104.2		0.02		0.02		0.02		0.02		0.482		-99.7		
25.000		276.2		-119.5		3.69		0.02		0.02		0.02		0.527		120.0		
25.098		192.5		-88.4		3.68		0.02		0.01		0.02		0.622		81.5		
25.195		189.1		-86.2		3.69		0.02		0.02		0.02		0.707		77.1		
25.293		190.8		-78.3		3.69		0.02		0.01		0.02		0.793		72.8		
25.391		191.7		-75.3		3.68		0.02		0.01		0.02		0.859		68.9		
25.488		189.9		-71.3		3.68		0.02		0.01		0.02		0.926		63.3		
25.586		192.5		-63.9		3.68		0.02		0.01		0.02		0.986		57.6		
25.684		191.2		-60.8		3.68		0.02		0.01		0.02		1.024		55.9		
25.781		190.8		-54.7		3.68		0.02		0.01		0.02		1.081		47.7		
25.879		187.3		-49.0		3.68		0.02		0.01		0.02		1.113		40.7		
25.977		186.4		-40.3		3.68		0.02		0.01		0.02		1.159		33.8		
26.074		181.7		-35.9		3.69		0.02		0.02		0.02		1.193		28.6		
26.172		178.2		-27.1		3.69		0.02		0.01		0.02		1.221		21.2		
26.270		177.8		-21.0		3.69		0.02		0.02		0.02		1.233		15.6		
26.367		175.2		-15.3		3.69		0.02		0.02		0.02		1.261		6.5		
26.465		170.4		-8.8		3.69		0.02		0.01		0.02		1.259		-1.3		
26.563		167.8		3.5		3.68		0.02		0.01		0.02		1.263		-7.8		
26.660		165.6		5.7		3.69		0.02		0.01		0.02		1.280		-16.0		
26.758		159.6		17.9		3.68		0.02		0.01		0.02		1.233		-22.1		
26.855		155.7		23.2		3.69		0.02		0.02		0.02		1.229		-26.0		
26.953		150.9		32.8		3.69		0.02		0.02		0.02		1.163		-36.8		
27.051		148.7		36.8		3.69		0.02		0.02		0.02		1.155		-41.6		
27.148		138.3		38.9		3.69		0.02		0.02		0.02		1.094		-49.4		
27.246		139.6		49.5		3.69		0.03		0.02		0.02		1.068		-54.6		
27.344		135.3		53.0		3.69		0.02		0.01		0.02		1.024		-58.5		
27.441		130.1		59.5		3.69		0.02		0.02		0.02		0.981		-61.1		
27.539		127.9		64.3		3.69		0.02		0.02		0.02		0.924		-69.3		
27.637		127.0		67.8		3.69		0.03		0.01		0.02		0.888		-68.9		
27.734		120.5		72.2		3.69		0.03		0.02		0.02		0.829		-78.4		
27.832		117.5		79.6		3.69		0.02		0.02		0.02		0.781		-81.0		
27.930		114.9		83.2		3.69		0.03		0.01		0.02		0.713		-81.5		
28.027		108.0		87.1		3.69		0.03		0.02		0.02		0.645		-88.8		
28.125		107.1		92.3		3.69		0.03		0.01		0.02		0.586		-93.2		
28.223		102.8		96.7		3.68		0.02		0.01		0.02		0.506		-94.5		
28.320		42.9		49.0		3.68		3.69		0.01		0.01		0.554		43.8		
28.418		89.3		109.4		3.69		3.69		0.01		0.02		0.649		83.2		
28.516		86.7		106.3		3.69		3.69		0.02		0.02		0.719		79.7		
28.613		81.1		112.9		3.68		3.69		0.01		0.01		0.797		75.0		
28.711		74.6		118.2		3.68		3.68		0.01		0.01		0.886		70.6		
28.809		70.7		122.5		3.68		3.69		0.01		0.02		0.939		68.5		
28.906		67.6		123.9		3.68		3.69		0.01		0.02		1.007		63.7		
29.004		68.9		127.8		3.68		3.68		0.01		0.01		1.039		59.4		
29.102		62.9		130.0		3.68		3.69		0.01		0.02		1.098		52.4		
29.199		53.8		134.8		3.68		3.69		0.01		0.02		1.149		46.4		
29.297		47.3		141.8		3.68		3.69		0.01		0.02		1.174		40.7		
29.395		38.2		147.9		3.69		3.69		0.01		0.02		1.221		32.1		
29.492		31.2		149.2		3.68		3.68		0.01		0.01		1.244		24.3		
29.590		25.6		154.9		3.69		3.69		0.01		0.01		1.278		15.6		
29.688		16.9		159.3		3.69		3.69		0.01		0.02		1.295		9.1		
29.785		10.0		163.2		3.68		3.69		0.01		0.02		1.324		2.6		
29.883		-0.4		169.8		3.69		3.69		0.02		0.02		1.316		-8.7		
29.980		-8.7		165.9		3.68		3.69		0.01		0.01		1.320		-12.6		
30.078		-14.3		171.1		3.68		3.69		0.01		0.02		1.299		-19.1		
30.176		-19.5		178.6		3.69		3.69		0.01		0.02		1.254		-26.4		
30.273		-26.9		179.4		3.68		3.69		0.01		0.02		1.227		-33.8		
30.371		-35.6		182.5		3.68		3.69		0.01		0.02		1.191		-41.2		
30.469		-41.2		183.4		3.69		3.68		0.01		0.01		1.153		-49.0		
30.566		-47.7		186.4		3.69		3.69		0.01		0.01		1.108		-53.7		
30.664		-52.0		186.9		3.68		3.68		0.01		0.01		1.068		-56.8		
30.762		-55.5		187.7		3.69		3.69		0.01		0.02		1.036		-61.1		
30.859		-59.4		191.7		3.69		3.69		0.01		0.02		0.988		-67.6		
30.957		-64.6		190.8		3.69		3.69		0.02		0.02		0.950		-68.9		
31.055		-70.7		191.7		3.68		3.69		0.01		0.02		0.903		-75.8		
31.152		-78.0		192.1		3.69		3.69		0.02		0.02		0.838		-79.7		
31.250		-82.8		191.2		3.68		3.69		0.02		0.02		0.785		-81.5		
31.348		-85.4		197.4		3.69		3.69		0.01		0.02		0.717		-86.2		
31.445		-88.0		192.1		3.69		3.69		0.01		0.02		0.647		-89.3		
31.543		-92.8		195.6		3.69		3.69		0.02		0.02		0.563		-93.6		
31.641		-153.5		376.8		0.01		3.68		3.68		0.01		0.563		183.7		
31.738		-102.8		190.8		0.02		3.69		3.68		0.02		0.656		89.7		
31.836		-108.4		192.6		0.02		3.69		3.68		0.02		0.757		78.4		
31.934		-112.3		191.2		0.02		3.69		3.68		0.02		0.831		75.8		
32.031		-118.8		192.1		0.02		3.69		3.68		0.01		0.895		73.2		
32.129		-121.8		191.2		0.02		3.68		3.68		0.01		0.973		65.4		
32.227		-124.0		193.9		0.02		3.69		3.68		0.01		1.017		62.0		
32.324		-125.3		190.4		0.02		3.69		3.68		0.01		1.079		54.6		
32.422		-134.4		190.4		0.02		3.69		3.68		0.01		1.132		51.1		
32.520		-134.9		184.7		0.02		3.69		3.68		0.02		1.163		43.3		
32.617		-140.1		185.1		0.02		3.69		3.68		0.02		1.214		38.1		
32.715		-144.8		184.7		0.02		3.69		3.68		0.01		1.250		30.8		
32.813		-151.8		179.0		0.02		3.69		3.68		0.02		1.276		23.0		
32.910		-157.0		179.0		0.02		3.69		3.68		0.01		1.290		16.5		
33.008		-160.4		175.1		0.02		3.69		3.68		0.01		1.314		3.0		
33.105		-164.3		168.5		0.02		3.69		3.68		0.01		1.318		0.0		
33.203		-168.7		166.7		0.02		3.69		3.68		0.02		1.320		-8.7		
33.301		-171.7		160.6		0.02		3.68		3.68		0.02		1.314		-13.9		
33.398		-174.7		159.3		0.02		3.69		3.68		0.02		1.290		-20.8		
33.496		-176.0		153.6		0.02		3.69		3.68		0.02		1.271		-27.3		
33.594		-178.6		149.7		0.02		3.69		3.68		0.02		1.246		-33.8		
33.691		-182.1		143.5		0.02		3.69		3.68		0.01		1.214		-40.3		
33.789		-186.4		143.5		0.02		3.69		3.68		0.02		1.168		-47.7		
33.887		-186.4		138.7		0.02		3.69		3.68		0.02		1.132		-53.7		
33.984		-188.2		133.9		0.02		3.69		3.68		0.02		1.091		-55.5		
34.082		-191.2		131.3		0.02		3.69		3.68		0.02		1.034		-62.8		
34.180		-188.6		128.7		0.02		3.69		3.68		0.02		1.003		-66.3		
34.277		-195.1		125.2		0.02		3.69		3.68		0.02		0.956		-70.6		
34.375		-193.0		123.4		0.02		3.69		3.68		0.02		0.901		-76.3		
34.473		-193.0		115.5		0.02		3.69		3.68		0.02		0.850		-79.7		
34.570		-196.0		111.6		0.02		3.69		3.68		0.02		0.781		-84.5		
34.668		-197.7		108.1		0.02		3.69		3.68		0.02		0.704		-88.8		
34.766		-196.4		105.9		0.02		3.69		3.68		0.02		0.652		-90.6		
