Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.19		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
8.594		84.1		108.5		0.02		3.69		3.68		0.02		0.842		187.6		
8.691		80.2		113.3		0.02		3.69		3.68		0.01		0.810		188.5		
8.789		75.4		112.9		0.02		3.69		3.68		0.02		0.825		188.5		
8.887		72.4		120.4		0.02		3.69		3.68		0.01		0.812		187.2		
8.984		67.2		120.8		0.02		3.69		3.68		0.02		0.819		185.0		
9.082		63.3		126.5		0.02		3.69		3.68		0.01		0.812		186.3		
9.180		57.2		132.6		0.02		3.69		3.68		0.02		0.812		181.6		
9.277		49.9		133.0		0.02		3.69		3.68		0.01		0.787		180.3		
9.375		43.8		139.6		0.02		3.69		3.68		0.01		0.776		177.2		
9.473		33.0		147.9		0.02		3.69		3.68		0.01		0.762		175.1		
9.570		28.6		148.4		0.02		3.69		3.68		0.01		0.753		174.2		
9.668		19.9		152.7		0.02		3.69		3.68		0.01		0.726		167.3		
9.766		11.3		158.0		0.02		3.69		3.68		0.01		0.738		168.6		
9.863		6.1		161.5		0.02		3.69		3.68		0.01		0.717		164.7		
9.961		-1.3		165.9		0.02		3.69		3.68		0.01		0.690		157.3		
10.059		-5.2		167.2		0.02		3.69		3.68		0.01		0.673		153.8		
10.156		-15.6		168.5		0.02		3.69		3.68		0.01		0.658		149.1		
10.254		-24.3		172.4		0.02		3.69		3.68		0.01		0.639		145.2		
10.352		-27.8		175.9		0.02		3.69		3.68		0.01		0.628		141.3		
10.449		-37.3		177.2		0.02		3.69		3.68		0.02		0.597		138.2		
10.547		-43.8		180.7		0.02		3.69		3.68		0.01		0.582		134.3		
10.645		-50.3		180.3		0.02		3.69		3.68		0.01		0.575		134.3		
10.742		-52.9		183.8		0.02		3.69		3.68		0.01		0.556		125.2		
10.840		-57.7		185.1		0.02		3.69		3.68		0.01		0.539		124.4		
10.938		-63.3		186.9		0.02		3.69		3.68		0.01		0.512		120.9		
11.035		-68.1		188.6		0.02		3.69		3.68		0.02		0.497		114.8		
11.133		-23.4		164.1		0.02		0.03		3.68		3.69		0.643		146.9		
11.230		-73.3		186.4		0.02		0.02		3.68		3.69		0.800		179.4		
11.328		-80.2		186.9		0.01		0.02		3.68		3.69		0.789		183.3		
11.426		-83.7		186.9		0.02		0.02		3.68		3.69		0.806		185.5		
11.523		-87.2		188.2		0.02		0.02		3.68		3.69		0.791		182.9		
11.621		-93.7		187.7		0.01		0.02		3.68		3.69		0.814		185.0		
11.719		-98.4		185.6		0.01		0.02		3.68		3.69		0.814		183.3		
11.816		-101.9		193.9		0.01		0.02		3.68		3.69		0.814		183.3		
11.914		-104.9		190.4		0.01		0.02		3.68		3.69		0.814		184.2		
12.012		-111.0		185.6		0.02		0.02		3.68		3.69		0.804		186.3		
12.109		-113.6		189.5		0.01		0.02		3.68		3.69		0.808		185.0		
12.207		-117.5		187.7		0.01		0.02		3.68		3.69		0.806		184.2		
12.305		-122.7		189.1		0.01		0.02		3.68		3.69		0.804		184.2		
12.402		-124.9		187.3		0.01		0.02		3.68		3.69		0.789		182.9		
12.500		-131.8		186.4		0.01		0.02		3.68		3.69		0.806		184.2		
12.598		-135.3		182.5		0.02		0.02		3.68		3.69		0.787		179.8		
12.695		-138.3		184.7		0.01		0.02		3.68		3.69		0.787		177.7		
12.793		-143.5		178.6		0.02		0.02		3.68		3.69		0.768		175.1		
12.891		-147.0		175.1		0.01		0.02		3.69		3.69		0.747		172.9		
12.988		-151.3		170.2		0.01		0.02		3.68		3.69		0.740		167.7		
13.086		-156.5		170.2		0.01		0.02		3.68		3.69		0.721		168.6		
13.184		-157.8		167.6		0.02		0.02		3.68		3.69		0.707		163.4		
13.281		-161.3		161.5		0.02		0.02		3.68		3.69		0.704		159.5		
13.379		-168.7		157.5		0.01		0.02		3.68		3.69		0.679		151.7		
13.477		-171.3		151.0		0.01		0.02		3.68		3.69		0.664		150.4		
13.574		-171.3		148.8		0.01		0.02		3.68		3.69		0.643		148.2		
13.672		-174.7		145.3		0.01		0.03		3.68		3.69		0.622		141.7		
13.770		-180.8		142.2		0.02		0.02		3.68		3.69		0.611		139.5		
13.867		-183.8		138.7		0.02		0.02		3.68		3.69		0.594		134.3		
13.965		-183.0		131.3		0.01		0.03		3.68		3.69		0.561		130.9		
14.063		-185.6		131.3		0.02		0.02		3.68		3.69		0.548		129.1		
14.160		-187.3		124.3		0.02		0.02		3.69		3.69		0.546		122.6		
14.258		-186.4		119.9		0.02		0.03		3.68		3.69		0.535		119.2		
14.355		-187.8		119.5		0.01		0.03		3.68		3.69		0.535		113.5		
14.453		-159.6		137.4		0.02		0.02		0.02		3.69		0.639		146.0		
14.551		-184.3		114.2		0.01		0.02		0.01		3.69		0.795		179.8		
14.648		-186.4		105.0		0.02		0.02		0.02		3.69		0.806		183.3		
14.746		-187.8		101.1		0.02		0.02		0.02		3.69		0.806		183.3		
14.844		-186.9		97.6		0.01		0.02		0.02		3.69		0.808		182.4		
14.941		-189.1		95.4		0.02		0.02		0.02		3.69		0.806		182.9		
15.039		-191.7		90.2		0.02		0.02		0.02		3.69		0.827		184.6		
15.137		-187.8		88.4		0.01		0.02		0.02		3.69		0.821		187.6		
15.234		-191.2		83.2		0.02		0.02		0.02		3.69		0.812		183.3		
15.332		-193.0		77.0		0.01		0.02		0.02		3.69		0.831		185.5		
15.430		-190.8		72.6		0.02		0.02		0.02		3.69		0.825		180.3		
15.527		-187.8		70.0		0.02		0.02		0.02		3.69		0.808		184.6		
15.625		-190.8		65.6		0.02		0.02		0.02		3.69		0.810		182.9		
15.723		-186.9		61.7		0.01		0.02		0.02		3.69		0.808		184.6		
15.820		-185.1		54.7		0.01		0.05		0.02		3.69		0.795		184.6		
15.918		-181.7		46.8		0.01		0.02		0.02		3.69		0.789		180.3		
16.016		-183.0		43.3		0.01		0.02		0.02		3.69		0.781		179.8		
16.113		-180.8		36.8		0.02		0.02		0.02		3.69		0.764		175.5		
16.211		-175.6		30.6		0.01		0.02		0.02		3.69		0.759		173.3		
16.309		-176.9		22.8		0.01		0.02		0.02		3.69		0.745		171.2		
16.406		-172.1		14.9		0.01		0.02		0.02		3.69		0.730		166.0		
16.504		-166.1		5.7		0.01		0.02		0.02		3.69		0.730		161.2		
16.602		-163.9		-0.4		0.01		0.02		0.02		3.69		0.713		159.5		
16.699		-162.2		-10.1		0.01		0.02		0.02		3.69		0.683		155.6		
16.797		-155.2		-14.4		0.02		0.02		0.02		3.69		0.679		152.5		
16.895		-152.6		-23.6		0.01		0.02		0.02		3.69		0.662		147.3		
16.992		-146.1		-30.6		0.01		0.02		0.02		3.69		0.637		143.9		
17.090		-144.0		-36.8		0.01		0.02		0.01		3.68		0.616		139.5		
17.188		-137.5		-41.1		0.01		0.02		0.02		3.69		0.592		133.0		
17.285		-137.0		-49.9		0.01		0.02		0.02		3.68		0.577		131.7		
17.383		-134.0		-57.3		0.01		0.02		0.02		3.69		0.571		127.4		
17.480		-128.3		-61.7		0.01		0.02		0.02		3.69		0.542		122.6		
17.578		-124.4		-64.3		0.01		0.02		0.02		3.69		0.529		119.6		
17.676		-119.7		-68.7		0.01		0.02		0.02		3.69		0.499		117.4		
17.773		-137.9		-19.3		0.02		0.02		0.02		0.02		0.632		140.8		
17.871		-108.0		-79.2		0.02		0.02		0.02		0.02		0.800		181.1		
17.969		-108.0		-80.5		0.02		0.02		0.02		0.02		0.812		182.4		
18.066		-105.4		-84.0		0.02		0.02		0.02		0.02		0.812		181.1		
18.164		-100.6		-89.3		0.02		0.02		0.02		0.02		0.812		186.8		
18.262		-97.6		-98.5		0.02		0.02		0.02		0.02		0.819		183.7		
18.359		-92.8		-100.2		0.02		0.02		0.02		0.02		0.816		185.9		
18.457		-91.1		-103.3		0.02		0.02		0.02		0.02		0.827		188.5		
18.555		-85.4		-107.7		0.02		0.02		0.02		0.02		0.823		186.3		
18.652		-81.5		-112.0		0.02		0.02		0.02		0.02		0.821		183.7		
18.750		-78.9		-114.7		0.02		0.02		0.02		0.02		0.827		186.8		
18.848		-75.9		-117.7		0.02		0.02		0.02		0.02		0.825		186.3		
18.945		-71.1		-118.2		0.02		0.02		0.02		0.02		0.823		184.6		
19.043		-65.9		-123.4		0.02		0.02		0.02		0.02		0.800		188.1		
19.141		-61.1		-130.4		0.02		0.02		0.02		0.02		0.808		185.5		
19.238		-52.0		-132.2		0.02		0.02		0.02		0.02		0.804		179.8		
19.336		-46.0		-140.9		0.02		0.02		0.02		0.02		0.781		176.8		
19.434		-37.3		-143.5		0.02		0.02		0.02		0.02		0.776		174.6		
19.531		-29.5		-150.1		0.02		0.02		0.02		0.02		0.755		174.2		
19.629		-22.1		-151.0		0.02		0.02		0.02		0.02		0.753		169.9		
19.727		-15.2		-153.6		0.02		0.02		0.01		0.02		0.736		167.3		
19.824		-7.8		-157.5		0.02		0.02		0.02		0.02		0.723		162.5		
19.922		-1.3		-161.1		0.02		0.02		0.02		0.02		0.707		160.8		
20.020		6.1		-166.7		0.02		0.02		0.02		0.02		0.671		155.1		
20.117		12.1		-169.4		0.02		0.02		0.02		0.02		0.666		149.5		
20.215		23.8		-172.0		0.02		0.02		0.02		0.02		0.662		146.5		
20.313		28.6		-173.7		0.02		0.02		0.02		0.02		0.630		146.0		
20.410		35.1		-176.8		0.02		0.02		0.01		0.02		0.616		136.1		
20.508		41.2		-180.3		0.02		0.02		0.02		0.02		0.601		133.5		
20.605		46.8		-184.2		0.02		0.02		0.02		0.02		0.573		131.7		
20.703		52.5		-182.5		0.02		0.02		0.02		0.02		0.567		127.4		
20.801		60.3		-185.1		0.02		0.02		0.01		0.01		0.550		124.4		
20.898		61.6		-187.3		0.02		0.02		0.02		0.02		0.535		120.0		
20.996		70.7		-186.9		0.02		0.02		0.02		0.02		0.525		117.0		
21.094		31.7		-138.3		3.68		0.02		0.01		0.02		0.554		124.8		
21.191		72.0		-184.2		3.69		0.02		0.01		0.02		0.795		178.5		
21.289		80.2		-186.9		3.68		0.02		0.01		0.02		0.808		179.4		
21.387		80.7		-188.6		3.68		0.02		0.01		0.02		0.804		182.4		
21.484		87.2		-189.1		3.69		0.02		0.01		0.02		0.819		184.2		
21.582		94.1		-186.9		3.68		0.02		0.01		0.02		0.806		185.5		
21.680		97.1		-187.7		3.68		0.02		0.01		0.02		0.827		182.9		
21.777		100.2		-187.3		3.68		0.02		0.01		0.02		0.808		183.3		
21.875		108.4		-190.8		3.68		0.02		0.01		0.02		0.806		183.3		
21.973		108.8		-193.4		3.68		0.02		0.01		0.02		0.812		185.5		
22.070		111.0		-189.5		3.68		0.02		0.01		0.02		0.829		184.6		
22.168		115.8		-188.6		3.68		0.02		0.01		0.02		0.812		184.6		
22.266		121.8		-191.2		3.69		0.02		0.01		0.02		0.808		184.2		
22.363		122.7		-184.7		3.68		0.02		0.01		0.02		0.819		182.4		
22.461		128.8		-184.7		3.68		0.02		0.01		0.02		0.800		182.0		
22.559		135.7		-184.7		3.68		0.02		0.01		0.02		0.802		181.6		
22.656		140.5		-181.2		3.68		0.02		0.01		0.02		0.776		178.1		
22.754		143.5		-180.7		3.68		0.02		0.01		0.02		0.768		175.1		
22.852		145.3		-178.1		3.68		0.02		0.01		0.02		0.755		173.8		
22.949		148.7		-172.9		3.68		0.02		0.01		0.02		0.745		171.6		
23.047		156.5		-169.4		3.68		0.02		0.01		0.02		0.734		164.7		
23.145		160.9		-166.3		3.68		0.02		0.01		0.01		0.719		164.2		
23.242		162.6		-163.2		3.68		0.02		0.01		0.02		0.702		159.0		
23.340		165.2		-160.2		3.68		0.02		0.01		0.02		0.696		156.4		
23.438		169.5		-157.1		3.69		0.02		0.01		0.02		0.681		153.4		
23.535		173.4		-150.5		3.68		0.02		0.01		0.02		0.647		145.6		
23.633		176.0		-144.4		3.68		0.02		0.01		0.02		0.618		140.8		
23.730		178.2		-143.5		3.68		0.02		0.01		0.02		0.618		137.8		
23.828		182.5		-139.6		3.68		0.02		0.01		0.02		0.603		133.5		
23.926		182.5		-136.5		3.68		0.02		0.01		0.02		0.590		133.5		
24.023		185.6		-134.4		3.68		0.02		0.01		0.02		0.561		125.2		
24.121		186.0		-130.9		3.69		0.02		0.01		0.02		0.556		125.2		
24.219		187.8		-123.0		3.68		0.02		0.01		0.02		0.537		122.6		
24.316		189.9		-120.8		3.68		0.02		0.01		0.02		0.520		118.7		
24.414		189.9		-116.0		3.69		3.69		0.01		0.01		0.495		112.2		
24.512		187.3		-98.0		3.68		3.69		0.01		0.01		0.797		179.4		
24.609		185.6		-109.8		3.68		3.69		0.01		0.02		0.800		177.7		
24.707		188.2		-104.6		3.69		3.69		0.01		0.01		0.810		180.7		
24.805		189.9		-98.5		3.69		3.69		0.01		0.01		0.812		185.5		
24.902		188.2		-98.5		3.69		3.69		0.01		0.01		0.808		181.6		
25.000		188.6		-94.5		3.69		3.69		0.01		0.01		0.810		184.6		
25.098		188.6		-88.0		3.69		3.69		0.01		0.01		0.806		185.5		
25.195		187.3		-85.8		3.69		3.69		0.01		0.01		0.810		185.5		
25.293		189.9		-80.1		3.69		3.69		0.01		0.01		0.816		185.5		
25.391		187.8		-77.5		3.68		3.69		0.01		0.01		0.816		184.6		
25.488		187.3		-75.7		3.69		3.69		0.01		0.01		0.812		184.2		
25.586		191.7		-66.1		3.69		3.69		0.01		0.01		0.810		182.9		
25.684		188.2		-63.9		3.68		3.69		0.01		0.01		0.804		184.6		
25.781		187.8		-58.2		3.69		3.69		0.01		0.01		0.795		178.5		
25.879		185.6		-51.2		3.69		3.69		0.01		0.01		0.789		180.7		
25.977		185.1		-48.1		3.69		3.69		0.01		0.02		0.789		176.4		
26.074		181.7		-37.2		3.69		3.69		0.01		0.02		0.774		175.9		
26.172		176.5		-31.5		3.69		3.69		0.01		0.01		0.768		172.0		
26.270		176.0		-26.7		3.69		3.69		0.01		0.01		0.751		169.0		
26.367		176.0		-19.3		3.69		3.69		0.01		0.02		0.736		168.1		
26.465		166.9		-10.1		3.69		3.69		0.01		0.01		0.719		163.4		
26.563		165.6		-5.7		3.68		3.69		0.01		0.01		0.713		159.5		
26.660		157.4		4.8		3.69		3.69		0.01		0.02		0.690		156.0		
26.758		158.7		13.6		3.69		3.69		0.01		0.02		0.677		153.4		
26.855		153.1		20.1		3.69		3.69		0.01		0.02		0.668		150.8		
26.953		149.6		28.0		3.69		3.69		0.02		0.01		0.643		144.7		
27.051		144.4		33.3		3.69		3.69		0.02		0.02		0.613		139.5		
27.148		140.5		38.1		3.69		3.69		0.02		0.01		0.603		137.4		
27.246		140.5		45.1		3.69		3.69		0.02		0.02		0.582		133.0		
27.344		133.6		51.6		3.69		3.69		0.01		0.01		0.567		130.9		
27.441		131.8		59.5		3.69		3.69		0.02		0.02		0.554		124.8		
27.539		124.0		63.0		3.69		3.69		0.02		0.02		0.556		124.4		
27.637		119.2		69.1		3.69		3.69		0.01		0.02		0.520		116.6		
27.734		117.5		73.1		0.99		3.69		3.62		0.01		0.499		115.3		
27.832		103.2		74.4		0.02		3.69		3.68		0.02		0.791		181.6		
27.930		110.1		77.5		0.02		3.69		3.68		0.02		0.814		182.9		
28.027		106.7		82.3		0.02		3.69		3.69		0.01		0.816		183.7		
28.125		103.6		84.9		0.02		3.69		3.68		0.02		0.819		183.7		
28.223		96.3		91.0		0.02		3.69		3.68		0.01		0.816		183.7		
28.320		93.2		95.4		0.02		3.69		3.69		0.01		0.825		185.5		
28.418		90.2		101.5		0.02		3.69		3.68		0.01		0.819		183.3		
28.516		87.2		104.2		0.02		3.69		3.68		0.01		0.829		187.6		
28.613		82.0		110.3		0.02		3.69		3.68		0.01		0.823		188.1		
28.711		77.2		117.7		0.02		3.69		3.68		0.01		0.816		187.2		
28.809		73.7		116.4		0.02		3.69		3.68		0.02		0.827		186.3		
28.906		72.0		118.2		0.02		3.69		3.68		0.01		0.808		182.0		
29.004		68.1		119.0		0.02		3.69		3.68		0.01		0.812		185.9		
29.102		62.4		126.5		0.02		3.69		3.68		0.02		0.814		182.4		
29.199		53.3		131.7		0.02		3.69		3.68		0.01		0.785		183.3		
29.297		46.0		139.2		0.02		3.69		3.68		0.01		0.789		180.7		
29.395		41.2		140.9		0.02		3.69		3.68		0.01		0.781		177.2		
29.492		34.7		147.0		0.02		3.69		3.68		0.01		0.762		175.1		
29.590		23.4		147.9		0.02		3.69		3.68		0.02		0.749		172.0		
29.688		17.8		153.6		0.02		3.69		3.68		0.01		0.740		168.6		
29.785		14.7		157.5		0.02		3.69		3.68		0.02		0.715		161.6		
29.883		5.6		160.6		0.02		3.69		3.68		0.01		0.713		160.8		
29.980		-5.6		164.6		0.02		3.69		3.68		0.01		0.683		155.1		
30.078		-11.3		168.5		0.02		3.69		3.68		0.02		0.687		151.7		
30.176		-17.3		172.9		0.02		3.69		3.68		0.01		0.649		148.2		
30.273		-26.0		170.7		0.02		3.69		3.68		0.01		0.639		146.0		
30.371		-34.7		175.1		0.02		3.69		3.68		0.01		0.616		140.4		
30.469		-39.9		180.7		0.02		3.69		3.68		0.01		0.590		139.5		
30.566		-48.6		180.3		0.02		3.69		3.68		0.02		0.588		133.5		
30.664		-49.0		182.1		0.02		3.69		3.68		0.01		0.573		131.7		
30.762		-56.4		185.1		0.02		3.69		3.68		0.01		0.554		123.9		
30.859		-62.9		188.6		0.02		3.69		3.68		0.01		0.520		122.6		
30.957		-64.2		189.1		0.02		3.69		3.68		0.01		0.514		116.6		
31.055		-72.4		193.4		0.02		3.69		3.68		0.01		0.499		116.6		
31.152		-51.2		186.4		0.01		0.02		3.68		3.69		0.774		179.4		
31.250		-80.2		184.7		0.01		0.02		3.68		3.69		0.800		180.7		
31.348		-82.4		189.9		0.01		0.02		3.68		3.69		0.808		182.9		
31.445		-86.7		186.4		0.01		0.02		3.68		3.69		0.814		182.0		
31.543		-88.9		186.0		0.02		0.02		3.68		3.69		0.812		185.0		
31.641		-93.2		190.8		0.01		0.03		3.68		3.69		0.806		185.0		
31.738		-97.6		189.9		0.01		0.02		3.68		3.69		0.825		185.9		
31.836		-101.9		186.9		0.01		0.02		3.68		3.69		0.808		184.6		
31.934		-109.3		188.6		0.01		0.02		3.68		3.69		0.821		185.5		
32.031		-114.0		186.4		0.01		0.02		3.68		3.69		0.823		185.9		
32.129		-117.1		192.1		0.01		0.02		3.68		3.69		0.812		186.3		
32.227		-119.2		186.4		0.01		0.02		3.68		3.69		0.806		185.0		
32.324		-119.2		186.9		0.02		0.02		3.68		3.69		0.808		185.9		
32.422		-129.6		185.6		0.01		0.02		3.68		3.69		0.808		183.7		
32.520		-134.9		184.7		0.02		0.02		3.68		3.69		0.795		179.8		
32.617		-136.2		184.2		0.01		0.02		3.68		3.69		0.785		176.8		
32.715		-143.1		179.9		0.01		0.02		3.68		3.69		0.785		179.0		
32.813		-146.1		178.6		0.02		0.02		3.68		3.69		0.783		172.9		
32.910		-149.6		175.5		0.02		0.02		3.68		3.69		0.759		171.6		
33.008		-152.2		172.9		0.02		0.02		3.68		3.69		0.747		166.4		
33.105		-157.4		167.2		0.02		0.02		3.68		3.68		0.723		165.5		
33.203		-161.7		165.0		0.02		0.02		3.68		3.69		0.707		160.8		
33.301		-165.2		158.0		0.01		0.02		3.68		3.69		0.696		156.0		
33.398		-166.9		158.0		0.01		0.02		3.68		3.69		0.662		153.4		
33.496		-170.8		151.4		0.02		0.02		3.68		3.69		0.652		151.7		
33.594		-174.3		150.5		0.01		0.02		3.68		3.69		0.643		145.2		
33.691		-177.8		144.0		0.02		0.02		3.68		3.69		0.618		139.1		
33.789		-178.2		142.7		0.01		0.02		3.68		3.69		0.618		136.5		
33.887		-181.7		134.4		0.01		0.02		3.68		3.69		0.584		133.5		
33.984		-184.7		133.5		0.02		0.03		3.68		3.69		0.582		129.6		
34.082		-186.4		129.1		0.02		0.02		3.68		3.69		0.544		124.8		
34.180		-186.4		125.2		0.02		0.03		3.69		3.69		0.542		121.8		
34.277		-189.1		122.5		0.02		0.02		3.68		3.69		0.522		117.9		
34.375		-189.1		117.7		0.01		0.02		3.68		3.69		0.495		115.7		
34.473		-186.9		144.0		0.01		0.02		0.02		3.69		0.772		174.2		
34.570		-188.6		108.5		0.02		0.02		0.02		3.69		0.791		179.4		
34.668		-189.1		103.7		0.01		0.02		0.02		3.69		0.802		181.6		
34.766		-190.8		99.3		0.01		0.02		0.02		3.69		0.804		185.0		
34.863		-189.1		99.3		0.02		0.02		0.02		3.69		0.814		182.9		
34.961		-188.6		94.1		0.02		0.02		0.02		3.69		0.804		183.7		
35.059		-192.5		89.7		0.02		0.02		0.02		3.69		0.810		184.6		
35.156		-192.5		87.1		0.02		0.02		0.02		3.69		0.814		185.0		
35.254		-190.4		82.3		0.01		0.02		0.02		3.69		0.808		185.5		
35.352		-188.2		77.5		0.02		0.02		0.02		3.69		0.810		184.6		
