Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.19		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
7.031		142.7		169.0		3.69		0.01		0.02		0.03		0.02		3.69		
7.129		141.8		173.3		3.69		0.02		0.02		0.02		0.02		3.69		
7.227		136.2		173.8		3.70		0.02		0.03		0.03		0.02		3.69		
7.324		132.2		177.2		3.69		0.02		0.02		0.02		0.02		3.69		
7.422		129.6		179.0		3.69		0.02		0.02		0.03		0.02		3.69		
7.520		126.2		181.1		3.69		0.02		0.03		0.03		0.02		3.69		
7.617		120.5		180.3		3.69		0.02		0.02		0.03		0.02		3.69		
7.715		117.9		182.0		3.69		0.02		0.02		0.03		0.02		3.69		
7.813		112.3		180.7		3.69		0.01		0.03		0.03		0.02		3.69		
7.910		108.0		185.0		3.69		0.01		0.02		0.02		0.02		3.69		
8.008		107.1		182.4		3.69		0.01		0.02		0.02		0.02		3.69		
8.105		101.9		183.7		3.69		0.01		0.03		0.02		0.02		3.68		
8.203		100.6		185.0		3.69		0.01		0.02		0.02		0.02		3.69		
8.301		95.8		185.5		3.69		0.01		0.02		0.02		0.02		3.68		
8.398		90.6		187.2		3.69		0.01		0.02		0.02		0.02		3.68		
8.496		84.6		188.5		3.69		0.01		0.02		0.02		0.02		3.68		
8.594		84.6		188.9		3.69		0.01		0.02		0.03		0.02		3.68		
8.691		78.0		185.5		3.69		0.01		0.02		0.02		0.02		3.68		
8.789		71.5		189.4		3.69		0.01		0.02		0.02		0.02		3.68		
8.887		71.1		186.8		3.69		0.01		0.02		0.02		0.02		3.68		
8.984		66.3		188.5		3.69		0.01		0.02		0.02		0.02		3.68		
9.082		59.8		183.7		3.69		0.01		0.02		0.02		0.02		3.68		
9.180		52.0		181.6		3.69		0.01		0.01		0.02		0.02		3.68		
9.277		47.7		179.8		3.69		0.01		0.02		0.02		0.02		3.69		
9.375		40.3		176.8		3.69		0.01		0.02		0.02		0.02		3.68		
9.473		30.8		173.3		3.69		0.02		0.02		0.02		0.02		3.68		
9.570		23.8		169.9		3.69		0.01		0.03		0.02		0.01		3.68		
9.668		16.5		168.6		3.69		0.01		0.02		0.03		0.02		3.68		
9.766		11.7		164.7		3.69		0.01		0.02		0.02		0.02		3.69		
9.863		2.2		160.3		3.69		0.01		0.02		0.02		0.02		3.69		
9.961		-5.2		157.7		3.69		0.02		0.02		0.02		0.02		3.68		
10.059		-1.7		160.3		0.02		3.69		0.01		0.02		0.02		3.68		
10.156		-3.9		158.2		0.02		3.69		0.02		0.02		0.02		3.69		
10.254		-17.3		166.0		0.03		3.69		0.02		0.02		0.02		3.69		
10.352		-26.4		167.3		0.02		3.69		0.01		0.02		0.02		3.69		
10.449		-36.0		173.3		0.02		3.69		0.02		0.02		0.02		3.69		
10.547		-41.6		173.3		0.02		3.69		0.02		0.02		0.02		3.69		
10.645		-46.0		176.8		0.02		3.69		0.01		0.03		0.02		3.69		
10.742		-52.0		174.2		0.02		3.69		0.02		0.03		0.02		3.69		
10.840		-54.6		174.2		0.02		3.69		0.01		0.02		0.02		3.69		
10.938		-62.9		175.9		0.02		3.69		0.01		0.03		0.02		3.69		
11.035		-70.2		179.4		0.02		3.69		0.02		0.02		0.02		3.69		
11.133		-72.4		179.8		0.02		3.69		0.02		0.02		0.02		3.69		
11.230		-77.2		181.1		0.02		3.69		0.01		0.03		0.02		3.69		
11.328		-82.0		181.6		0.02		3.69		0.02		0.02		0.02		3.69		
11.426		-86.7		184.2		0.02		3.69		0.02		0.02		0.02		3.69		
11.523		-91.5		182.9		0.02		3.69		0.01		0.02		0.02		3.69		
11.621		-94.1		182.0		0.02		3.69		0.02		0.02		0.02		3.69		
11.719		-103.2		182.4		0.02		3.69		0.01		0.02		0.02		3.69		
11.816		-104.9		185.5		0.02		3.69		0.01		0.02		0.02		3.68		
11.914		-108.8		185.9		0.02		3.69		0.02		0.02		0.02		3.69		
12.012		-114.5		184.2		0.02		3.69		0.01		0.02		0.02		3.69		
12.109		-114.0		185.5		0.02		3.69		0.01		0.02		0.02		3.68		
12.207		-120.1		183.3		0.02		3.69		0.02		0.02		0.02		3.69		
12.305		-125.7		182.9		0.02		3.69		0.01		0.02		0.02		3.68		
12.402		-129.6		181.6		0.02		3.69		0.01		0.03		0.02		3.68		
12.500		-135.3		177.7		0.02		3.69		0.02		0.02		0.02		3.69		
12.598		-138.8		175.9		0.02		3.69		0.01		0.02		0.02		3.69		
12.695		-142.2		176.4		0.02		3.69		0.01		0.02		0.02		3.69		
12.793		-147.4		174.2		0.02		3.69		0.02		0.02		0.02		3.69		
12.891		-150.5		169.0		0.02		3.69		0.02		0.02		0.02		3.68		
12.988		-157.4		167.3		0.02		3.69		0.01		0.02		0.02		3.69		
13.086		-157.0		163.8		0.02		3.69		0.02		0.02		0.02		3.69		
13.184		-161.3		161.6		0.02		3.69		0.01		0.02		0.02		3.69		
13.281		-164.3		155.6		0.02		3.69		0.01		0.02		0.02		3.68		
13.379		-162.6		159.0		0.02		3.69		0.02		3.70		0.02		0.02		
13.477		-162.2		156.9		0.02		3.69		0.01		3.69		0.02		0.02		
13.574		-170.4		164.2		0.03		3.69		0.01		3.70		0.02		0.02		
13.672		-174.7		166.8		0.02		3.69		0.02		3.70		0.02		0.02		
13.770		-176.5		169.0		0.02		3.69		0.02		3.69		0.01		0.02		
13.867		-179.9		172.9		0.02		3.69		0.01		3.70		0.02		0.02		
13.965		-179.5		171.6		0.02		3.69		0.02		3.69		0.02		0.02		
14.063		-179.1		176.8		0.02		3.69		0.02		3.69		0.02		0.02		
14.160		-182.1		178.1		0.02		3.69		0.01		3.69		0.01		0.02		
14.258		-183.8		181.6		0.02		3.69		0.02		3.70		0.01		0.02		
14.355		-186.0		180.7		0.02		3.69		0.02		3.70		0.02		0.02		
14.453		-187.8		180.7		0.02		3.69		0.01		3.70		0.01		0.02		
14.551		-186.4		182.4		0.02		3.69		0.02		3.69		0.01		0.02		
14.648		-187.3		183.7		0.02		3.69		0.01		3.70		0.02		0.02		
14.746		-189.9		181.1		0.02		3.69		0.01		3.70		0.01		0.02		
14.844		-184.3		184.2		0.02		3.69		0.02		3.69		0.01		0.02		
14.941		-191.2		182.0		0.02		3.69		0.01		3.70		0.02		0.02		
15.039		-191.7		187.2		0.02		3.69		0.01		3.69		0.01		0.02		
15.137		-189.1		184.2		0.02		3.69		0.02		3.70		0.02		0.02		
15.234		-190.8		183.7		0.02		3.69		0.02		3.69		0.01		0.02		
15.332		-193.0		185.5		0.02		3.69		0.01		3.70		0.02		0.02		
15.430		-189.9		184.6		0.02		3.69		0.02		3.69		0.01		0.02		
15.527		-190.8		183.7		0.02		3.69		0.02		3.70		0.02		0.02		
15.625		-189.1		182.0		0.02		3.69		0.01		3.70		0.02		0.02		
15.723		-187.3		179.8		0.02		3.69		0.02		3.69		0.02		0.02		
15.820		-186.4		181.1		0.02		3.69		0.01		3.69		0.02		0.02		
15.918		-181.7		176.4		0.02		3.69		0.01		3.69		0.02		0.01		
16.016		-179.5		177.7		0.02		3.69		0.02		3.69		0.01		0.02		
16.113		-178.2		172.0		0.02		3.69		0.01		3.69		0.01		0.01		
16.211		-177.8		171.6		0.02		3.69		0.01		3.70		0.01		0.02		
16.309		-172.6		167.7		0.02		3.69		0.02		3.69		0.01		0.02		
16.406		-171.7		168.6		0.02		3.69		0.02		3.69		0.01		0.02		
16.504		-171.3		161.6		0.02		3.69		0.01		3.70		0.01		0.01		
16.602		-163.0		158.2		0.02		3.69		0.02		3.69		0.01		0.02		
16.699		-162.2		159.9		0.02		0.02		3.69		3.68		0.01		0.02		
16.797		-160.9		157.3		0.02		0.02		3.69		3.69		0.01		0.02		
16.895		-156.5		166.8		0.02		0.02		3.70		3.69		0.01		0.02		
16.992		-149.6		169.9		0.02		0.02		3.69		3.69		0.01		0.02		
17.090		-143.1		171.2		0.02		0.02		3.69		3.69		0.01		0.01		
17.188		-137.0		172.5		0.02		0.02		3.69		3.69		0.01		0.01		
17.285		-134.9		175.9		0.02		0.02		3.69		3.69		0.01		0.01		
17.383		-132.2		175.1		0.02		0.02		3.69		3.69		0.01		0.01		
17.480		-128.3		179.4		0.02		0.02		3.70		3.69		0.01		0.02		
17.578		-122.7		179.8		0.02		0.02		3.69		3.69		0.01		0.02		
17.676		-118.8		179.8		0.02		0.02		3.69		3.69		0.01		0.02		
17.773		-116.6		182.9		0.02		0.02		3.69		3.68		0.01		0.02		
17.871		-111.4		181.6		0.02		0.02		3.69		3.69		0.01		0.02		
17.969		-105.8		185.0		0.02		0.02		3.69		3.69		0.01		0.01		
18.066		-103.6		185.5		0.02		0.02		3.70		3.69		0.01		0.02		
18.164		-98.9		184.6		0.02		0.02		3.69		3.69		0.01		0.02		
18.262		-97.1		186.3		0.02		0.02		3.69		3.69		0.02		0.02		
18.359		-93.2		185.5		0.02		0.02		3.69		3.69		0.01		0.02		
18.457		-88.9		185.0		0.02		0.02		3.69		3.69		0.01		0.02		
18.555		-83.3		188.5		0.02		0.02		3.69		3.69		0.02		0.02		
18.652		-78.5		186.8		0.02		0.02		3.70		3.69		0.01		0.02		
18.750		-76.3		186.3		0.02		0.02		3.69		3.69		0.01		0.02		
18.848		-72.4		186.8		0.02		0.02		3.69		3.69		0.02		0.02		
18.945		-66.8		183.3		0.02		0.02		3.70		3.69		0.01		0.02		
19.043		-63.3		186.3		0.02		0.02		3.69		3.69		0.01		0.02		
19.141		-55.9		180.7		0.02		0.02		3.69		3.69		0.01		0.02		
19.238		-49.0		180.3		0.02		0.02		3.70		3.69		0.01		0.02		
19.336		-43.4		177.2		0.02		0.02		3.69		3.69		0.01		0.02		
19.434		-31.2		171.6		0.02		0.02		3.69		3.69		0.01		0.02		
19.531		-28.2		169.9		0.02		0.02		3.69		3.69		0.01		0.02		
19.629		-19.5		170.3		0.02		0.02		3.69		3.69		0.01		0.02		
19.727		-12.1		166.0		0.02		0.02		3.69		3.69		0.01		0.02		
19.824		-5.6		163.4		0.02		0.02		3.70		3.69		0.01		0.02		
19.922		2.2		159.0		0.02		0.02		3.69		3.69		0.01		0.02		
20.020		3.5		156.9		0.02		0.02		3.69		0.02		3.69		0.01		
20.117		3.9		156.9		0.02		0.02		3.70		0.02		3.69		0.01		
20.215		8.2		157.7		0.02		0.02		3.69		0.02		3.69		0.01		
20.313		24.3		168.1		0.02		0.02		3.69		0.02		3.69		0.01		
20.410		31.7		171.2		0.02		0.02		3.70		0.02		3.68		0.01		
20.508		37.3		173.3		0.02		0.02		3.69		0.02		3.69		0.01		
20.605		42.9		174.2		0.02		0.02		3.69		0.02		3.69		0.01		
20.703		47.3		176.8		0.02		0.02		3.69		0.01		3.69		0.01		
20.801		55.5		178.1		0.02		0.02		3.69		0.02		3.69		0.01		
20.898		59.4		179.4		0.02		0.02		3.69		0.02		3.69		0.01		
20.996		64.6		178.1		0.02		0.02		3.70		0.02		3.69		0.01		
21.094		68.5		184.2		0.02		0.02		3.69		0.02		3.69		0.01		
21.191		72.8		182.4		0.02		0.02		3.69		0.02		3.69		0.01		
21.289		76.7		182.9		0.02		0.02		3.70		0.02		3.69		0.01		
21.387		83.3		184.2		0.02		0.02		3.69		0.02		3.69		0.01		
21.484		88.0		182.9		0.02		0.02		3.69		0.02		3.69		0.01		
21.582		93.7		184.2		0.02		0.02		3.70		0.02		3.69		0.01		
21.680		97.6		187.2		0.02		0.02		3.69		0.02		3.69		0.01		
21.777		101.9		186.8		0.02		0.02		3.69		0.02		3.69		0.01		
21.875		105.8		186.3		0.02		0.02		3.69		0.02		3.69		0.01		
21.973		111.9		186.3		0.02		0.02		3.69		0.02		3.69		0.01		
22.070		117.5		188.1		0.02		0.02		3.69		0.02		3.69		0.01		
22.168		119.2		184.6		0.02		0.02		3.69		0.02		3.68		0.01		
22.266		122.3		184.6		0.02		0.02		3.69		0.02		3.69		0.01		
22.363		127.5		181.1		0.02		0.02		3.69		0.02		3.69		0.01		
22.461		130.5		182.4		0.02		0.01		3.69		0.01		3.69		0.01		
22.559		137.9		179.4		0.02		0.01		3.69		0.02		3.69		0.01		
22.656		143.5		179.4		0.02		0.02		3.69		0.02		3.69		0.01		
22.754		144.8		174.6		0.02		0.02		3.70		0.02		3.68		0.01		
22.852		148.7		172.5		0.02		0.02		3.69		0.02		3.69		0.01		
22.949		152.2		170.3		0.02		0.01		3.69		0.02		3.69		0.01		
23.047		157.0		166.0		0.02		0.02		3.70		0.02		3.69		0.01		
23.145		161.3		162.5		0.02		0.02		3.69		0.02		3.69		0.01		
23.242		160.9		158.6		0.02		0.02		3.69		0.02		3.69		0.01		
23.340		164.3		156.9		3.69		0.01		0.03		0.02		3.69		0.01		
23.438		165.2		157.3		3.69		0.01		0.02		0.02		3.69		0.01		
23.535		164.3		159.5		3.69		0.01		0.01		0.02		3.69		0.01		
23.633		173.0		170.3		3.69		0.01		0.02		0.02		3.69		0.01		
23.730		174.7		169.4		3.69		0.01		0.02		0.02		3.69		0.01		
23.828		177.8		174.6		3.69		0.01		0.01		0.02		3.69		0.01		
23.926		178.2		174.6		3.69		0.01		0.02		0.02		3.69		0.01		
24.023		181.2		176.8		3.69		0.01		0.02		0.02		3.69		0.01		
24.121		183.8		178.5		3.69		0.01		0.01		0.02		3.69		0.01		
24.219		183.4		176.8		3.69		0.01		0.02		0.02		3.68		0.01		
24.316		183.8		179.4		3.69		0.01		0.02		0.02		3.69		0.01		
24.414		185.1		181.1		3.69		0.01		0.02		0.02		3.69		0.01		
24.512		189.5		183.7		3.69		0.01		0.02		0.02		3.69		0.01		
24.609		187.8		182.0		3.69		0.01		0.02		0.02		3.69		0.01		
24.707		189.9		183.7		3.69		0.01		0.01		0.02		3.69		0.01		
24.805		189.9		182.9		3.69		0.01		0.02		0.02		3.69		0.01		
24.902		190.8		185.9		3.69		0.01		0.02		0.02		3.69		0.01		
25.000		188.6		182.4		3.69		0.01		0.01		0.02		3.69		0.01		
25.098		187.3		185.0		3.69		0.01		0.02		0.02		3.69		0.01		
25.195		190.8		183.3		3.69		0.01		0.02		0.02		3.69		0.01		
25.293		188.6		181.1		3.69		0.01		0.02		0.02		3.69		0.01		
25.391		193.4		185.5		3.69		0.01		0.02		0.02		3.69		0.01		
25.488		186.4		185.5		3.69		0.01		0.02		0.03		3.69		0.01		
25.586		187.3		184.6		3.69		0.01		0.02		0.02		3.69		0.01		
25.684		186.4		181.6		3.69		0.01		0.02		0.02		3.69		0.01		
25.781		184.3		185.0		3.69		0.01		0.02		0.02		3.69		0.01		
25.879		185.1		179.8		3.69		0.01		0.01		0.03		3.69		0.01		
25.977		181.2		175.1		3.69		0.01		0.02		0.02		3.69		0.01		
26.074		181.2		175.1		3.69		0.01		0.02		0.02		3.69		0.01		
26.172		179.1		170.7		3.69		0.01		0.02		0.02		3.69		0.01		
26.270		176.5		171.2		3.69		0.01		0.02		0.02		3.69		0.01		
26.367		173.9		167.3		3.69		0.02		0.02		0.02		3.69		0.01		
26.465		167.8		162.1		3.69		0.01		0.02		0.03		3.69		0.01		
26.563		163.9		161.6		3.69		0.01		0.02		0.02		3.69		0.01		
26.660		162.2		156.0		3.69		0.01		0.02		0.02		0.02		3.69		
26.758		160.4		160.8		3.69		0.02		0.02		0.03		0.02		3.69		
26.855		158.7		156.9		3.69		0.01		0.03		0.02		0.02		3.69		
26.953		148.7		170.7		3.69		0.02		0.02		0.02		0.02		3.69		
27.051		143.5		169.9		3.69		0.02		0.02		0.03		0.02		3.69		
27.148		141.4		171.2		3.69		0.02		0.03		0.03		0.02		3.69		
27.246		139.2		174.2		3.69		0.02		0.02		0.03		0.02		3.69		
27.344		133.6		176.8		3.69		0.02		0.02		0.03		0.02		3.69		
27.441		130.9		178.1		3.69		0.02		0.03		0.02		0.02		3.69		
27.539		122.7		180.7		3.69		0.02		0.02		0.03		0.02		3.69		
27.637		120.1		181.1		3.69		0.02		0.02		0.02		0.02		3.69		
27.734		115.3		182.9		3.69		0.02		0.03		0.02		0.02		3.69		
27.832		109.3		182.0		3.69		0.02		0.02		0.02		0.02		3.69		
27.930		109.7		183.3		3.69		0.01		0.02		0.03		0.02		3.68		
28.027		104.9		186.8		3.69		0.01		0.03		0.02		0.02		3.69		
28.125		100.6		182.9		3.69		0.01		0.02		0.02		0.02		3.69		
28.223		98.4		185.5		3.69		0.01		0.02		0.03		0.02		3.69		
28.320		93.7		185.9		3.69		0.01		0.02		0.02		0.02		3.69		
28.418		88.0		185.5		3.69		0.01		0.02		0.02		0.02		3.69		
28.516		85.9		189.4		3.69		0.01		0.02		0.02		0.02		3.69		
28.613		81.5		186.3		3.69		0.01		0.03		0.02		0.02		3.68		
28.711		73.7		185.9		3.69		0.01		0.02		0.02		0.02		3.69		
28.809		74.6		185.5		3.69		0.01		0.02		0.02		0.02		3.68		
28.906		68.9		184.6		3.69		0.01		0.02		0.02		0.02		3.68		
29.004		64.2		186.8		3.69		0.01		0.02		0.02		0.02		3.68		
29.102		57.2		184.2		3.69		0.01		0.02		0.03		0.02		3.68		
29.199		51.2		181.1		3.69		0.01		0.02		0.02		0.02		3.68		
29.297		46.8		181.6		3.69		0.01		0.02		0.02		0.02		3.68		
29.395		37.7		176.4		3.69		0.02		0.02		0.02		0.02		3.68		
29.492		29.9		173.3		3.69		0.01		0.02		0.02		0.02		3.68		
29.590		21.7		171.2		3.69		0.01		0.02		0.02		0.02		3.69		
29.688		16.5		168.1		3.69		0.01		0.02		0.02		0.02		3.69		
29.785		10.4		165.1		3.69		0.01		0.02		0.02		0.02		3.69		
29.883		0.9		160.3		3.69		0.01		0.02		0.02		0.02		3.69		
29.980		-6.1		156.0		0.02		3.69		0.01		0.02		0.02		3.68		
30.078		-2.6		157.7		0.02		3.69		0.02		0.02		0.02		3.69		
30.176		-6.5		159.0		0.02		3.69		0.01		0.02		0.02		3.69		
30.273		-22.1		167.7		0.02		3.69		0.01		0.03		0.02		3.69		
30.371		-29.1		169.4		0.02		3.69		0.02		0.02		0.02		3.68		
30.469		-34.7		170.7		0.02		3.69		0.01		0.02		0.02		3.69		
30.566		-41.6		171.2		0.02		3.69		0.01		0.02		0.02		3.69		
30.664		-46.4		173.3		0.02		3.69		0.02		0.02		0.02		3.68		
30.762		-53.3		174.2		0.02		3.69		0.02		0.02		0.02		3.68		
30.859		-57.2		177.2		0.02		3.69		0.01		0.02		0.02		3.69		
30.957		-64.6		179.0		0.02		3.69		0.02		0.02		0.02		3.69		
31.055		-66.3		180.7		0.02		3.69		0.01		0.02		0.02		3.69		
31.152		-72.4		180.3		0.02		3.69		0.01		0.02		0.02		3.69		
31.250		-77.6		182.0		0.02		3.69		0.02		0.02		0.02		3.69		
31.348		-80.7		182.0		0.02		3.69		0.02		0.02		0.02		3.69		
31.445		-88.5		182.9		0.02		3.69		0.01		0.02		0.02		3.69		
31.543		-91.9		185.0		0.02		3.69		0.02		0.02		0.02		3.69		
31.641		-95.8		184.2		0.02		3.69		0.01		0.02		0.02		3.69		
31.738		-100.6		185.0		0.02		3.69		0.01		0.02		0.02		3.69		
31.836		-104.9		185.0		0.02		3.69		0.02		0.02		0.02		3.69		
31.934		-110.6		185.9		0.02		3.69		0.01		0.02		0.02		3.69		
32.031		-116.6		185.0		0.02		3.69		0.01		0.02		0.02		3.69		
32.129		-117.1		182.4		0.02		3.69		0.02		0.02		0.02		3.69		
32.227		-121.8		185.0		0.02		3.69		0.02		0.02		0.02		3.69		
32.324		-123.6		182.0		0.02		3.69		0.01		0.02		0.02		3.68		
32.422		-131.8		183.3		0.02		3.69		0.02		0.02		0.02		3.68		
32.520		-135.3		180.3		0.02		3.69		0.01		0.02		0.02		3.68		
32.617		-137.9		176.8		0.02		3.69		0.01		0.02		0.02		3.69		
32.715		-143.5		175.5		0.02		3.69		0.02		0.02		0.02		3.68		
32.813		-148.3		171.6		0.02		3.69		0.02		0.02		0.02		3.69		
32.910		-153.9		171.2		0.02		3.69		0.01		0.02		0.02		3.69		
33.008		-158.3		169.0		0.02		3.69		0.02		0.02		0.02		3.68		
33.105		-160.4		159.0		0.02		3.69		0.02		0.02		0.02		3.68		
33.203		-160.4		156.9		0.02		3.69		0.01		0.02		0.02		3.68		
33.301		-165.6		154.3		0.02		3.69		0.02		0.02		0.02		0.18		
33.398		-165.6		159.9		0.02		3.69		0.01		3.69		0.01		0.02		
33.496		-168.7		158.6		0.02		3.69		0.01		3.70		0.02		0.02		
33.594		-170.4		166.4		0.02		3.69		0.02		3.70		0.02		0.02		
33.691		-172.6		168.6		0.02		3.69		0.02		3.69		0.02		0.02		
33.789		-173.4		169.4		0.02		3.69		0.01		3.70		0.01		0.02		
33.887		-175.6		172.0		0.02		3.69		0.02		3.69		0.01		0.02		
33.984		-180.8		175.5		0.02		3.69		0.01		3.69		0.02		0.02		
34.082		-180.8		174.2		0.02		3.69		0.01		3.69		0.01		0.02		
34.180		-183.0		179.4		0.02		3.69		0.02		3.69		0.01		0.02		
34.277		-184.3		177.2		0.02		3.69		0.01		3.69		0.02		0.02		
34.375		-183.0		180.3		0.02		3.69		0.01		3.70		0.02		0.02		
34.473		-186.0		179.4		0.02		3.69		0.02		3.69		0.01		0.02		
34.570		-186.0		181.6		0.02		3.69		0.01		3.70		0.02		0.02		
34.668		-188.2		181.6		0.02		3.70		0.01		3.70		0.02		0.02		
34.766		-188.6		182.4		0.02		3.69		0.02		3.69		0.01		0.02		
34.863		-186.0		183.7		0.02		3.69		0.01		3.69		0.02		0.02		
34.961		-191.7		183.7		0.02		3.69		0.01		3.70		0.02		0.02		
35.059		-192.1		182.0		0.02		3.69		0.02		3.70		0.02		0.02		
35.156		-193.8		184.6		0.02		3.69		0.01		3.69		0.01		0.02		
35.254		-188.2		183.3		0.02		3.69		0.01		3.70		0.01		0.02		
35.352		-193.4		181.6		0.02		3.69		0.02		3.69		0.01		0.02		
35.449		-191.2		185.0		0.02		3.69		0.02		3.70		0.02		0.02		
35.547		-192.1		185.5		0.02		3.69		0.01		3.69		0.01		0.02		
35.645		-186.9		183.7		0.02		3.69		0.02		3.69		0.01		0.02		
35.742		-186.9		181.6		0.02		3.69		0.02		3.69		0.02		0.02		
